item_id,content_type,condition,provisional_unit,event_index,sorted_replicate_rank,signal_kind,dtype,shape,content_sha256,sample_sha256
eis:ES10:ES10C6:e072:r007,eis_matrix,ES10,ES10C6,72,3,,<f8,"[59,18]",3740c02515f0479fbcbe65e79a4c6ab59099b983cbf582b683a8f72a3efef02e,a313b841aadee1caf038010b39ef9095a07d047bcdb30ab00cd6a848cdb13246
eis:ES10:ES10C6:e072:r009,eis_matrix,ES10,ES10C6,72,4,,<f8,"[59,18]",9409ac6357753df1be7dc4fafc97f81cbab0c8626186fbe1237bda86a027c1bc,58245fde67cdc29bf392a5c92a2cc6554f4abffd08578c051e0a9b9f41e23886
eis:ES10:ES10C6:e072:r011,eis_matrix,ES10,ES10C6,72,5,,<f8,"[59,18]",b4cdc415027063cfff69fe1812f4fad009d6bdc59ee1bfd0353dbd04f669bda4,758646a3001fe8ff48099c5affa47135b7ac74d894c4ba5900bb3d4c2e0beec8
eis:ES10:ES10C7:e000:r000,eis_matrix,ES10,ES10C7,0,0,,<f8,"[59,18]",e8371bfc5834c01faefbfcbf377c3e8854daab1e522f45b7f984c1b88d6e6083,d88c0c66bdda122f3f5ab69d8f8e8dbb5e3e98d01d48ce6d9461d42c98501d21
eis:ES10:ES10C7:e000:r001,eis_matrix,ES10,ES10C7,0,1,,<f8,"[59,18]",7b42db62a975a78c6dc2ed2ea7763f213aa8c022ff6a06f8e40ff0668ceb7a87,659023ecfc35b928e0b10ae753b3f682d38732470e6b677e398c070d0e1895f4
eis:ES10:ES10C7:e000:r002,eis_matrix,ES10,ES10C7,0,2,,<f8,"[59,18]",cc1d104c41bfc935ccccd541fe6bc0e9bb033c9074b153b96e307355410610f7,07e59c0c22f9ce0fe1c8b1c41eddc0d97f891cf69172a22f4f95af1a844c4e8f
eis:ES10:ES10C7:e000:r003,eis_matrix,ES10,ES10C7,0,3,,<f8,"[59,18]",3f716662cf921298b7c6d441c27117c0567de844295abc665e569b9444433d1a,ddb196520587ebaafd55838c3fd8152c627ea626269008159356f06f04728c49
eis:ES10:ES10C7:e000:r004,eis_matrix,ES10,ES10C7,0,4,,<f8,"[59,18]",41e5a865480be3ff7760123bd784415755fe9242e44147c10bab1333f35388ee,d035659dbe99c21b9df2b836a97b037066081b1f775702959365f9bec09eab0b
eis:ES10:ES10C7:e000:r005,eis_matrix,ES10,ES10C7,0,5,,<f8,"[59,18]",b250fd71127282b426dd85f7627b500e1ffa375538489610018ca56a4f1d1108,e03e5696791e4877858865708e831c8e5c825a6a913317866c6a75b1b3513d82
eis:ES10:ES10C7:e000:r006,eis_matrix,ES10,ES10C7,0,6,,<f8,"[59,18]",7efe0936bb040df46f251cd85f975534aa079f69841d93b1145852aadf81679c,ac945e60f3548c6e023a81a802093acd37699967091caee25ad66cd971d8c668
eis:ES10:ES10C7:e001:r000,eis_matrix,ES10,ES10C7,1,0,,<f8,"[59,18]",739137263111481f20d32711ed7fac655f2d680b81ebdd6b95b005636ccb7d22,e9cb78696335fc7a5eea318c305f4b24771e3751169305c9c8706813633c7c9d
eis:ES10:ES10C7:e001:r001,eis_matrix,ES10,ES10C7,1,1,,<f8,"[59,18]",56f978ddd70bffd555e20555df6fd447e3e1742c23723461d725d6d093487014,b3f0ec5e16aa79cfe1daa114cacc2bb4dbbb148ee831b4181fb6f21f63efbacd
eis:ES10:ES10C7:e001:r002,eis_matrix,ES10,ES10C7,1,2,,<f8,"[59,18]",b004807a82fba34f0ee50ff06ce75c17724e77272149f0cb0dd5150610a6714a,22c9cfcaea86b61ece68411e9b31edbc291b80a2eaad97ef27d52b59d184583f
eis:ES10:ES10C7:e001:r003,eis_matrix,ES10,ES10C7,1,3,,<f8,"[59,18]",0b4662ae65a74e83a7f8d9d632872a82397a12c3a4bd8b15f4e7a2b020aa8bc8,b45e17f4f8489b0796b6802b1686b942be8896e25a509233ca5034ad5b9d2da5
eis:ES10:ES10C7:e001:r004,eis_matrix,ES10,ES10C7,1,4,,<f8,"[59,18]",778a7646c0e08ae7dea23c9f8affc30c1f4c5700c05eaed86977eef14a3f42ec,05626c5ac43a59e313e447548298c411badf5bed3cbcc01167529eeeaf9f8901
eis:ES10:ES10C7:e002:r000,eis_matrix,ES10,ES10C7,2,0,,<f8,"[59,18]",036720d5603841780498214f51138185abb4f1b8156db07b08c0e263db1c4266,f9ac44fb14c5ea2ef413b6a2e5a1ba6145846a11178aef82ee979572299b63d4
eis:ES10:ES10C7:e002:r001,eis_matrix,ES10,ES10C7,2,1,,<f8,"[59,18]",7cb635a60ea026eda9d610b2f2a4d19a23d1959682cba554ce82015d00e64e05,1ea52c03e682fddf7f27e7c54495951a80cc0aaf725af48a04ae7627b38c13d5
eis:ES10:ES10C7:e002:r002,eis_matrix,ES10,ES10C7,2,2,,<f8,"[59,18]",251fa105f1e68c794f1b81a3c57137171cef72045e65c91c232414be3b05ec37,229fb594cd9371912c95c96e1512c655d59e026f900f4df3f19d5097b29b43fa
eis:ES10:ES10C7:e002:r003,eis_matrix,ES10,ES10C7,2,3,,<f8,"[59,18]",0a93cb9851ecd836295ddccd5b58daf111b8a3a54b773ca329b2bdfa9408de0a,e4ae688df05b6f346c90b33912b09c5e236d29ad114f7f77814bd81e49176e7d
eis:ES10:ES10C7:e002:r004,eis_matrix,ES10,ES10C7,2,4,,<f8,"[59,18]",a4eb6ce8e6afb100e88e8b25ffbd269e9e00074a3eb0edc543116a6f4d56a25a,31ba67c798e5739f9a40de3e6622454fa9bba3708eaf0a749db193ba3a067de4
eis:ES10:ES10C7:e003:r000,eis_matrix,ES10,ES10C7,3,0,,<f8,"[59,18]",8553e078ba310ac7bf2ad8a0855ae813d39f6119b647281dfcd0a81bb279e4ad,790119919b4ac8c5d6b7d29c3bc15c8b3b7ccda6661b821717e563bc5629cec4
eis:ES10:ES10C7:e003:r001,eis_matrix,ES10,ES10C7,3,1,,<f8,"[59,18]",c98550c919948950dbfcf524cbc1528bd26172c8ebf629ca8e3550a69fdb66a7,d554f96db733be1f5e68a153ec784bc6cb782aa7059aa97cd1d55e1eef0ce9c1
eis:ES10:ES10C7:e003:r002,eis_matrix,ES10,ES10C7,3,2,,<f8,"[59,18]",cb2c52620ad826b4632ae5f44a06dd3df520e8e7dda2eab2221e0cdc2b4665db,206e9cafe957158b92948ac9736f0ec08c00d8012e1944f16f3ebc30b155cd86
eis:ES10:ES10C7:e003:r003,eis_matrix,ES10,ES10C7,3,3,,<f8,"[59,18]",a861daa1adc4870528ede9c73edb522f87d58f0282bd652ac39cde685535e1bd,e66c41919b419d44329a40bbca80516fab168cc8b3d9488072fedc935b68e656
eis:ES10:ES10C7:e003:r004,eis_matrix,ES10,ES10C7,3,4,,<f8,"[59,18]",39d3b300f33b1daedc6b3c776152c56276129bfa3e922c0023ed53da44b90f66,529ac70bdcbf682f854badbc6b4b7867d15318e0a7940ef470ac9774d68fec55
eis:ES10:ES10C7:e004:r000,eis_matrix,ES10,ES10C7,4,0,,<f8,"[59,18]",8347c0a00ca3248e313fe5d837925929816120e452f125948427ea2c3c130f48,2ad00df039aa8d0d820c6899013373d009bced2b8fe22aeee6206b640c7c4ac9
eis:ES10:ES10C7:e004:r001,eis_matrix,ES10,ES10C7,4,1,,<f8,"[59,18]",adf1908ce4e2ede49173292ea8470dab72f341e05ce41a0ac48290557569f82b,65c92909f9dd15cc32c28e3d970ef1520a1ef1cf83d4b7a32084a56111be33a5
eis:ES10:ES10C7:e004:r002,eis_matrix,ES10,ES10C7,4,2,,<f8,"[59,18]",ff7ba75290c12941ca6aeafca0b6765d47bc472e2b244ce6466bd920e3537941,6524fdf79b6e05f6eb42cc32d983981f8874fc7df469d2a5d018525e8fe49751
eis:ES10:ES10C7:e004:r003,eis_matrix,ES10,ES10C7,4,3,,<f8,"[59,18]",8cbc77320774883100a91ef78d14e47c1653dc5cdbd15b34d85e2cfcac127a4b,bbd3918c27df47ca41231a016aa994dd527234889a2411fc24bf865c734ec79c
eis:ES10:ES10C7:e004:r004,eis_matrix,ES10,ES10C7,4,4,,<f8,"[59,18]",7d271a1f216dffc191789dc4d820a74bced8fd165c3d94b41ad5357005aaaab2,d4f172397216e90f32b60ab7800cd11f8c0ff1084f8a84b2f79390023ddc83b3
eis:ES10:ES10C7:e005:r000,eis_matrix,ES10,ES10C7,5,0,,<f8,"[59,18]",921af83fa083de25bbb5c7f857d58d339529448756819af1655cb7bcb6929c91,7adca0432b5b3e81a9860cc47ca419037c0d3557773f262c9c98f39a694fb2d5
eis:ES10:ES10C7:e005:r001,eis_matrix,ES10,ES10C7,5,1,,<f8,"[59,18]",8e91555961c4f61e09260fe65753504193cea59f75c605e4d1f08d9d1c610e02,d5ae409a6c55685735640916a7bf354e7561151f94b73397f97c28ab5d08543e
eis:ES10:ES10C7:e005:r002,eis_matrix,ES10,ES10C7,5,2,,<f8,"[59,18]",fdb04bcc2bc3b231cee15d46a5df008f943e0bccd29050cdf96faa9852153378,7e20beb5c57bbb06f238c041ddae26e5189633e0adf4d265890941bc27022888
eis:ES10:ES10C7:e005:r003,eis_matrix,ES10,ES10C7,5,3,,<f8,"[59,18]",65a568f604144576b15505020c90ddb831bfe1217ff2561a0a2918a9bd3537a2,e4404bd334f494610be7a8a46f87997223d7e51fc8ca63de38974ba906f41df7
eis:ES10:ES10C7:e005:r004,eis_matrix,ES10,ES10C7,5,4,,<f8,"[59,18]",5b223c25c7fa8fc1d3272ddd3e547ce4566e26588def15baa6682bb87e6623dc,1ce72886637699cc47c6d3e095de1882f9d7df455903ea8ab58dfd59725a8a2f
eis:ES10:ES10C7:e006:r000,eis_matrix,ES10,ES10C7,6,0,,<f8,"[59,18]",da8c84eb45c15577b408bdfa5173ed02e64ec7ab271c0bde0b0bffdafa7d5508,e1749053b1ba0be70f810ca2834eae9df3a48caf5cc12cb437e1511c1bf77c92
eis:ES10:ES10C7:e006:r001,eis_matrix,ES10,ES10C7,6,1,,<f8,"[59,18]",111418c24f1f9d27534f46dd0f1e52439e0938bb1cdfde02fdab43fdb7da90a7,aee819002897a3419f2af78667fd24a287e856151e2c9008456dafc83c158a7c
eis:ES10:ES10C7:e006:r002,eis_matrix,ES10,ES10C7,6,2,,<f8,"[59,18]",e1e6318fc1f096481998fa4255fbe77f7d46094a7b6672a647991dffd2bca4bf,23e7fe3d3c01056aa1bb4c9c233a1f51d729a3b6eb325e277deeb4e7035e1260
eis:ES10:ES10C7:e006:r003,eis_matrix,ES10,ES10C7,6,3,,<f8,"[59,18]",dba6ef88338b32920f2d558ca08fc71653cdaf279fb82ddfb022df500239c14f,ac49687f7ea95a11131541cba6e45a4e579fb04fd1a024c2f3297d582f6ac923
eis:ES10:ES10C7:e006:r004,eis_matrix,ES10,ES10C7,6,4,,<f8,"[59,18]",b7b079a97040797929b4b36ec89e63d95522a42826f31e295336c0fb5f6ea33d,2dd435c79c89ce37169d5b1c96e4f4321240f832f8a904c1aeaa91bffbe72e0d
eis:ES10:ES10C7:e007:r000,eis_matrix,ES10,ES10C7,7,0,,<f8,"[59,18]",fac5ab40b8f7232fccc38b7154dc760cd0d37d32f718af4412ca297b83a679e2,11a31ce07e17b24cb64d38a4f859127d233d00de5bc422eefdb8be54891c1b66
eis:ES10:ES10C7:e007:r001,eis_matrix,ES10,ES10C7,7,1,,<f8,"[59,18]",5eed300d8af32b9c58ad46fc3799cc1664c3313cc2ad9333d229903cce2bcf37,e4673b6a352517ef3efee4cec7be17675efacf19ad2da2c14d46a11f4a00639d
eis:ES10:ES10C7:e007:r002,eis_matrix,ES10,ES10C7,7,2,,<f8,"[59,18]",bd0157bdf944bfcb3d14b87966a85e1e129cd906fb18d0d5a9ad3149b8de5b36,55e7175d012b6709f8766e8aea60ea60190d3af5dfdcd08151ad2edc482b7a12
eis:ES10:ES10C7:e007:r003,eis_matrix,ES10,ES10C7,7,3,,<f8,"[59,18]",f431b3e5cadb2429b5acfbfee497b6db15dd2fed5587f6cc95598c895ce6bd2e,a162601517bbccb58087346ffcfe1ea7c05e6bb36b500f6f330c61cb7209f4fe
eis:ES10:ES10C7:e007:r004,eis_matrix,ES10,ES10C7,7,4,,<f8,"[59,18]",1cef91c56b6b3444802ac01311ee461b249f576d5e6126f94034176cf75e4f08,c4d85cc400c4e43059498c70c109552a921773e991a63af2c7576580d00a32aa
eis:ES10:ES10C7:e008:r000,eis_matrix,ES10,ES10C7,8,0,,<f8,"[59,18]",52001b72794441868783c506e913fc609675b143d6cbcec078a31de8b5ff0b6b,3aa9b6e0ae0ef11f1c6f134bd105ad8259a586248bd8e6c5936020976e670525
eis:ES10:ES10C7:e008:r001,eis_matrix,ES10,ES10C7,8,1,,<f8,"[59,18]",e1afdf30a22b9006345183f2e806427a7eb8e14005cbded71e3c0e34caf871ea,0c5e09a61b452cdca518b9f05d0c02f5a68864c05569649f68b53554f91ff8a8
eis:ES10:ES10C7:e008:r002,eis_matrix,ES10,ES10C7,8,2,,<f8,"[59,18]",60eece5e2c6ccd81f7742f46f56855bc06a739b08aa4013ae4eb001be0e662ac,09107c8c732f98c75d2ff0cec40c42b143efc91beb242e71d0da67eae99ed4ee
eis:ES10:ES10C7:e008:r003,eis_matrix,ES10,ES10C7,8,3,,<f8,"[59,18]",d21a0cdf7c709f42edba543c284293f94dbea6b5e6aa87ca8c8e3e27de9718ac,74962c08b7be46699c58473139c98e3f920125d3a62573245f92f94a65c420d0
eis:ES10:ES10C7:e008:r004,eis_matrix,ES10,ES10C7,8,4,,<f8,"[59,18]",29607e6c44ba29a5c5f05439c979320bf28548d874b726ee66ac96f9e697bb4a,8b3a7502453050ffd46b291dea2020509a8a0c4d58296cd11e86ed655708448a
eis:ES10:ES10C7:e009:r000,eis_matrix,ES10,ES10C7,9,0,,<f8,"[59,18]",2ce1e3f17b2498937b4ad9fa33b50f09e3fb47e68e755944a5be6e664dd09457,99a3e173f876308d21afad52e1b2f3bd991d3214302535d8a36fcdc9d9c1268d
eis:ES10:ES10C7:e009:r001,eis_matrix,ES10,ES10C7,9,1,,<f8,"[59,18]",2dafec7f8a4fc0ba2631dd1b77fbad4b24efe6d7877a8cd9a91f93424b84df9c,73bff332c28692819bc2519a1fedbc1f02cc64b10888f88f391b7cf99de4f490
eis:ES10:ES10C7:e009:r002,eis_matrix,ES10,ES10C7,9,2,,<f8,"[59,18]",95926e975af368faeec52fd9c80b1516e96b2d52f3dd20a9fe9007807b4df36e,2fc413d08bd098d3756884e0372c955380b30cf936b441e03a97f56ab5b54c69
eis:ES10:ES10C7:e009:r003,eis_matrix,ES10,ES10C7,9,3,,<f8,"[59,18]",221c14ea41c161b704190ae66e0fc69bcd789c0a8f7222c3133f8d5c9ed3a4f2,aec35642cb812a6d6f44113f9ca1ca6e83765d56f0984001db344cb7a86976d0
eis:ES10:ES10C7:e009:r004,eis_matrix,ES10,ES10C7,9,4,,<f8,"[59,18]",bb704bae43d000a8a56ecb4a8e9cfc4b33e4032b7c17a008320cc7c22bc61720,1b60325148fdd31b5d46ab1d3d0fc66054e0a9b11a95b9d11238d2cbaafeb1e5
eis:ES10:ES10C7:e010:r000,eis_matrix,ES10,ES10C7,10,0,,<f8,"[59,18]",5ad759f5a456d82629ad644fb42a688d0b35ff9d8005e92d561b8ba0cc8e4549,0d033c4f5b2c537cd1b9c71f0689acf0e5568d70217ecf4089ce6f8c33c0e149
eis:ES10:ES10C7:e010:r001,eis_matrix,ES10,ES10C7,10,1,,<f8,"[59,18]",3a446916254f966b0ca3c0f27b3edee472c083dfc90a1542077e5da201386f7e,de87034343191e0546ce94c35a7e87274c53c29d6153a852f76abba56feb8520
eis:ES10:ES10C7:e010:r002,eis_matrix,ES10,ES10C7,10,2,,<f8,"[59,18]",1706f5ff0c70baf98991c3eac1948aec8e633b5edd0d4479e8ac496073fbe7ca,e199fdfd25d9b526842b5f46221bcbd6b5d2caabd267df359d636d57720833b3
eis:ES10:ES10C7:e010:r003,eis_matrix,ES10,ES10C7,10,3,,<f8,"[59,18]",dbf2a7ce1e97f8aad2bf9c8d81b923bdfde3d82915b5e6155ec4b1f0fefb4de1,e6eda00fc48c6f6ce333f5476d78704a1c18ef27d6d27a75b826eed7bd5a73b8
eis:ES10:ES10C7:e010:r004,eis_matrix,ES10,ES10C7,10,4,,<f8,"[59,18]",1924a49ea13c57f1d77ca12b6881397ab410816246c2d543d5c828a855eb768d,6ad58529f389f7eb8adfced7b4bbc51ac9d52ecfa4efed469dc8e6e800139e16
eis:ES10:ES10C7:e011:r000,eis_matrix,ES10,ES10C7,11,0,,<f8,"[59,18]",c70e3f2c2642bd4804c0e704edbf27b7702dc19161067e17b9cc1a4a9d25ff31,d9231dc23890945959006131e6cb579455821a9236aa95f19f28f5c26210e767
eis:ES10:ES10C7:e011:r001,eis_matrix,ES10,ES10C7,11,1,,<f8,"[59,18]",b539e0c4c96234958b33f9bc9922bda27f209c0a173c2ba7164b7304fd6c1ac3,dcb7a2974de8e63b6a69dcc13ebddf4a43baebcf8acd7aa44a27312c9298013a
eis:ES10:ES10C7:e011:r002,eis_matrix,ES10,ES10C7,11,2,,<f8,"[59,18]",e6c7cacd5f7e9525e1966e8651f1968ae50189e4d6cf55cd9d9539e0e3e44109,5238e65cf4d9d38eeb9094968035f33edbf5303dc09792ca6d1c0d497d6ce3a0
eis:ES10:ES10C7:e011:r003,eis_matrix,ES10,ES10C7,11,3,,<f8,"[59,18]",cc651207402c0954e8cb742db5fe62dedcaec767d7bed74a39fa7ce4091e312f,b10a06b94be3f84ab9a70ce2c5d07ba18bb48c02d4a9bb1c75c5bfad0156a7b0
eis:ES10:ES10C7:e011:r004,eis_matrix,ES10,ES10C7,11,4,,<f8,"[59,18]",edec062e401fd5d4c2f8035386dabd60e9a6a303c2a8afbebc6d7cd0f971d811,e02e01109fefa9bc454158c8957d638cabb603fef630a79ef4dbfd6678aa4fe7
eis:ES10:ES10C7:e012:r000,eis_matrix,ES10,ES10C7,12,0,,<f8,"[59,18]",8b33bff68530d553c1247a6272fa96d6b652dd52c23d74fb85cb2b270614945c,b79ef6ece8f1e1b235d9769f1affd1b6c4059014694c92cf0b028894b0be1d52
eis:ES10:ES10C7:e012:r001,eis_matrix,ES10,ES10C7,12,1,,<f8,"[59,18]",ad65f3b2f92e90dfdd99af287aff47582594fc206b45f76c54783056489d0739,8a3beb6a73d16379e6ebd7de4396480224b0a2f98cb759d01393d39b55af6b83
eis:ES10:ES10C7:e012:r002,eis_matrix,ES10,ES10C7,12,2,,<f8,"[59,18]",4f2e8c9584b2509cdc935cdfd98aec563256075a03a0f509289317b5e9aee328,0ebc1a22bdaebbc36b773415519f4fc273640cb06e94889ed3e693318ad0b297
eis:ES10:ES10C7:e012:r003,eis_matrix,ES10,ES10C7,12,3,,<f8,"[59,18]",77cd579540af3bbaff95269d941d401e5afd3b61cf41855ecdf12c0e25c1e62b,399e94229a806facfd33c8e12d91bb76adcfe33e6a339c865e0725dadb35cd17
eis:ES10:ES10C7:e012:r004,eis_matrix,ES10,ES10C7,12,4,,<f8,"[59,18]",a118ab73100b6bc4639f7564e4cf013b1ab1d383483114f02fb2f3d944ccd6d7,3d5de4015cc97094e58003c7b85cd8bb937ee3b3c64cd7fdeef277885ca5c737
eis:ES10:ES10C7:e013:r000,eis_matrix,ES10,ES10C7,13,0,,<f8,"[59,18]",353880f43b4c44879fdab4c98b6b25e6df9cd413f123173a10044f02f8da49c2,25771d3f39517e62f8e1291895c23a4968cea42162237432339452af23b28cbc
eis:ES10:ES10C7:e013:r001,eis_matrix,ES10,ES10C7,13,1,,<f8,"[59,18]",a591743a8fa066d764e3133535cbd22dcbb004126f27211ff1173dc3f86d7382,32bb5f80fb3dddf4c756ad626a4bea4f7b4205b2217a334329e932e07fd58c94
eis:ES10:ES10C7:e013:r002,eis_matrix,ES10,ES10C7,13,2,,<f8,"[59,18]",877f0b21ab4e331561317d0b8d768913db1b8a2c161ba2a2c9ecd66c9d996a03,17dbb51efb1eb3ebc88949307f8c636871a83dee599b301b3b0bed51ecee6a67
eis:ES10:ES10C7:e013:r003,eis_matrix,ES10,ES10C7,13,3,,<f8,"[59,18]",3caf6bea1fd5c68f6ef3e227cac29ae083c50058c1d3b2e7255611f3d61bb854,ff53721e569839ffdc9af415a6435e2031e3fc592384d590b284f55332cae9d3
eis:ES10:ES10C7:e013:r004,eis_matrix,ES10,ES10C7,13,4,,<f8,"[59,18]",5c6a8190bb16d584e75b87b3112317bceb441cb6304b22a5cfa8194a0f4d226d,64f1fa2873c7721c940f4d66b58d6823123704fd7bbd68416d68d39527d565ca
eis:ES10:ES10C7:e014:r000,eis_matrix,ES10,ES10C7,14,0,,<f8,"[59,18]",f7bde707ccae9a1d5d0eb5067fb0f95c3947af0c44374655ddc3a2e8d3614ce0,a6cb6b46bdc799fe4775e06c2e10f8db5d40adbd67c0332d614e93cb17035a27
eis:ES10:ES10C7:e014:r001,eis_matrix,ES10,ES10C7,14,1,,<f8,"[59,18]",c4b170ba219966110cb2be502b07e289bcda17fd005d1b6bb986f1cea492e020,f60161cebb7779d0465133a870eee0b2b75010b964e4927b81d0b2cff3a56394
eis:ES10:ES10C7:e014:r002,eis_matrix,ES10,ES10C7,14,2,,<f8,"[59,18]",712751048ad0d66ce8c5747e47b439c78c4a574d86c493d11809941cc5049312,c3a6774166cdcba22a5019a649cf346800f8ca8fe2c50184add137c8470f8ef9
eis:ES10:ES10C7:e014:r003,eis_matrix,ES10,ES10C7,14,3,,<f8,"[59,18]",5964e0a20ce362ee59cf79c2c1bf34e7c028fcb4350f5ce7f37c9ba583cf788c,ee3f53f087ad4fc183d4a668b43a9e2aeb0c62a347648a2bb9c411d80d71fd34
eis:ES10:ES10C7:e014:r004,eis_matrix,ES10,ES10C7,14,4,,<f8,"[59,18]",b4ad670526596960e43052b191930dbb50357addd6ae7c74f9d0a8f707b44662,aae24e49e26b3e2fb68dedb8b2bb68d047225f34d1201b1b6787a26d2b9233ae
eis:ES10:ES10C7:e015:r000,eis_matrix,ES10,ES10C7,15,0,,<f8,"[59,18]",58a4e71de20583da0d13d26e46e3fdea4abd4538a9ad94dfd468e1dc63d81194,de91e5decaee6a52087d8c72a13b8b55d4c4813dd11b8d823be7a1da721414c9
eis:ES10:ES10C7:e015:r001,eis_matrix,ES10,ES10C7,15,1,,<f8,"[59,18]",499159c3f9242114a0bdfb997b229b3af5fbf98816655416bff4a7f907d620db,ff98378bbdfc183b3199874795c01b3d64aa5a1c7500b0f2919400894358ede0
eis:ES10:ES10C7:e015:r002,eis_matrix,ES10,ES10C7,15,2,,<f8,"[59,18]",b0f05331f836949c513ffaac5fb29ad09f0a78ace112cd0ac4c4efe8d78ada69,53dade50fdca88dbf018181c407351a57669bf6dc816cf83611884a990f7e073
eis:ES10:ES10C7:e015:r003,eis_matrix,ES10,ES10C7,15,3,,<f8,"[59,18]",d029e81abe9f2ddcd12b9e7af71c48fed0ed2536c76e387e27ed55a39e2eb604,250842565b1d64cf73db09746d53114866da307f90914d984e4eb12400066d98
eis:ES10:ES10C7:e015:r004,eis_matrix,ES10,ES10C7,15,4,,<f8,"[59,18]",555609f57f9951281e7e2486c2ef16e5b5346b0d05d0a16dd022455eccd0d25a,c58cf1dd2abe699b3b83aede0f4137f7ded32a7e4c17d39f3058568155d1804d
eis:ES10:ES10C7:e016:r000,eis_matrix,ES10,ES10C7,16,0,,<f8,"[59,18]",73c255229f524a056530c98368be1a0824a7700e9f7e8661ba672bb2ff05f5ec,07bfb18d2a9fc89802c716df11bf2531e25e256ea77f61add7c708c7552f8d72
eis:ES10:ES10C7:e016:r001,eis_matrix,ES10,ES10C7,16,1,,<f8,"[59,18]",6554a013891b166c147b72a956f358d7e2c0bc2cb00aeb85e83801a4491eb996,9bce0a37817c7e840284d6916a7704cb262a709e23653ea7f5585043237f19d0
eis:ES10:ES10C7:e016:r002,eis_matrix,ES10,ES10C7,16,2,,<f8,"[59,18]",99558026e026665d279736f21dc7bf8af7c6a71ee1feda9ba29b6d736ed638f0,be1b4d203f33d25ec32326130cb707a79fcaf810b2a37395a15a5af22a0d39ea
eis:ES10:ES10C7:e016:r003,eis_matrix,ES10,ES10C7,16,3,,<f8,"[59,18]",34783c115d4319fc7c79dc882b638e6e3da29cb4fac6b73cd66749045d36bb59,ded1dbcd69a8a2303763758d3359e1571679370701c97748d504cb14eacdc6ae
eis:ES10:ES10C7:e016:r004,eis_matrix,ES10,ES10C7,16,4,,<f8,"[59,18]",f12fcefc4f51e903436271748ab8d7adf80676befb9de4ff4f367496ae2ed55e,1e7525f6bee2a4f459b723b324c17c838fd844f6ac52cd9ce1637a9de9beb0aa
eis:ES10:ES10C7:e017:r000,eis_matrix,ES10,ES10C7,17,0,,<f8,"[59,18]",fc979813b03b9175bd75cbb1f7f06111749bc80dea4527fbfd5fca94af6689c7,a5e5ec4f1573b14f64fb0915b09c409c8489fac4c73e6d7e2b1f73004480e83c
eis:ES10:ES10C7:e017:r001,eis_matrix,ES10,ES10C7,17,1,,<f8,"[59,18]",424d2fa16da3feddd2d21241c6ab3837700933fc91c5d9b7c128c9846ff190f9,5dfee2b45399fcdfff436ac13b0b455a506c251d0b9895a0c256feee1c48d1fd
eis:ES10:ES10C7:e017:r002,eis_matrix,ES10,ES10C7,17,2,,<f8,"[59,18]",f01e2982215bb05e4a37b6375d937293c1538e2663fade424d15e181e1ea3a5c,eea4c4783028918af903909444e8d488bb10cad2d78972284288b4064818e045
eis:ES10:ES10C7:e017:r003,eis_matrix,ES10,ES10C7,17,3,,<f8,"[59,18]",b05391ea976681ad8afa1c95ac58342cba3c2e5429a10921be74b17900029fa2,cc1e27456d74840330344651eda31028adeee094a30d6eb6d944fa8ece2b2746
eis:ES10:ES10C7:e017:r004,eis_matrix,ES10,ES10C7,17,4,,<f8,"[59,18]",162d84fffb2623260bd309f094dd4d5190691695f1a708785a1bcc2d38c03372,ea4638b3751380588b266af26d3375fb70e6c0788eb5d61b6783258a6feeba7b
eis:ES10:ES10C7:e018:r000,eis_matrix,ES10,ES10C7,18,0,,<f8,"[59,18]",06fc5f0778719d6065ecaf19eb62176e35c876e031ff416b1349ca1d0e3f7a45,ded70e783104131c70d89f34cc2eaf152377fafe5a9a4f642388a9461d01b699
eis:ES10:ES10C7:e018:r001,eis_matrix,ES10,ES10C7,18,1,,<f8,"[59,18]",fe05f26b14a038bd4ab14cef1481b77101b6da2f41dc671e335d95e22fc147ba,f1711c3f5b70f811b4748e400d6c28f644be712cd97f4fa3cd1826cb4abc4e28
eis:ES10:ES10C7:e018:r002,eis_matrix,ES10,ES10C7,18,2,,<f8,"[59,18]",5ae1c2e0098a5d2a90f639ddd2ff76b6be1eb3ac18abc3f851c17a66a881fd52,16a8e1c78e6b76a45f34016604da1aa7e1a57cf7bbc99ea4615b780226a9a8c1
eis:ES10:ES10C7:e018:r003,eis_matrix,ES10,ES10C7,18,3,,<f8,"[59,18]",d884eadaf05055d31b8a1b033c53e6321250029bbe5ffac0f87eb3b99da65fdb,11e8831b99d1890cdcbb16980f40b1fc582b3c6c95a5211ba44d60038fcbde54
eis:ES10:ES10C7:e018:r004,eis_matrix,ES10,ES10C7,18,4,,<f8,"[59,18]",555cf090d264b4b95a3e5f5a3260feb6c710e2d65d7eaf40f9d400dc1e577b3a,0b9e9333fc93ca927c37b5fdbcef77a068bc355ce44c584403cdf1106eaf41f4
eis:ES10:ES10C7:e019:r000,eis_matrix,ES10,ES10C7,19,0,,<f8,"[59,18]",a5175b065efd786d035108cd13a36b4e4d62ddb6b0c6f6f64d30629a1aeeef08,50ae0959aedf4e6d2837bbf796cbfcd94019ef05d6cb9683ec83314a71664cb7
