item_id,source_sha256,condition,provisional_unit,event_index,raw_replicate_index,header_reference_status,data_reference_status,pair_status,raw_slot_class,column_schema_status,header_sha256,matrix_content_sha256,acquisition_start,finish_candidate_inferred,finish_evidence,sorted_replicate_rank,eligibility,quarantine_reason
eis:ES10:ES10C4:e030:r004,dc6d527433c6ce1ec5388b1a6a6c66b5601bbf695ba7ecefd80029b98dfa18db,ES10,ES10C4,30,4,resolved,resolved,paired_nonempty,eligible,passed,ce988acf78247d9641e1956c9d1d1e3f3dd4b3f4003d543c793f2d033a72262b,8234c4ecf5260e9c7e1f01cf9cfd81623103e90f05c50e0abdc70779ed3c6710,2014-10-27T14:15:13,2014-10-27T14:15:33.445500,inferred_start_plus_max_time_s,4,eligible,
eis:ES10:ES10C4:e031:r000,dc6d527433c6ce1ec5388b1a6a6c66b5601bbf695ba7ecefd80029b98dfa18db,ES10,ES10C4,31,0,resolved,resolved,paired_nonempty,eligible,passed,00b64c0f576ef5434bbd73761e4b9e364cf7424cf672654e7d219b954906121b,2ac1c597eaade2d6808809ac001ade5ed3d7b24969809df5af8780abfa683354,2014-10-28T09:37:00,2014-10-28T09:37:20.060500,inferred_start_plus_max_time_s,0,eligible,
eis:ES10:ES10C4:e031:r001,dc6d527433c6ce1ec5388b1a6a6c66b5601bbf695ba7ecefd80029b98dfa18db,ES10,ES10C4,31,1,resolved,resolved,paired_nonempty,eligible,passed,e7381de6d17624c2688bcd0f8f344d2bff80a331408e8933682d72c93ebff458,c96b2c75a8c1c76b730dcdf5e1c2cfb690f084252644fb4d4f29f543dacc08df,2014-10-28T09:37:41,2014-10-28T09:38:01.063500,inferred_start_plus_max_time_s,1,eligible,
eis:ES10:ES10C4:e031:r002,dc6d527433c6ce1ec5388b1a6a6c66b5601bbf695ba7ecefd80029b98dfa18db,ES10,ES10C4,31,2,resolved,resolved,paired_nonempty,eligible,passed,861e52d5e95e3e2e62c2fe8117f0d7694473d1d09afa9ff69e26fcc3f08a05af,70e398dad1bf05575f291ffbcb47c8e10f18996437fcaf62f61da6f572472ebf,2014-10-28T09:38:14,2014-10-28T09:38:34.059600,inferred_start_plus_max_time_s,2,eligible,
eis:ES10:ES10C4:e031:r003,dc6d527433c6ce1ec5388b1a6a6c66b5601bbf695ba7ecefd80029b98dfa18db,ES10,ES10C4,31,3,resolved,resolved,paired_nonempty,eligible,passed,7005f51bea250971396af91641ad062b860500456c2f3e703c19a57cf2e7d93d,121bc3e4f20fc30c92cd8cba5baab29b2751c1b130063c0ad3ada6a08f2e06ff,2014-10-28T09:39:00,2014-10-28T09:39:20.183500,inferred_start_plus_max_time_s,3,eligible,
eis:ES10:ES10C4:e031:r004,dc6d527433c6ce1ec5388b1a6a6c66b5601bbf695ba7ecefd80029b98dfa18db,ES10,ES10C4,31,4,resolved,resolved,paired_nonempty,eligible,passed,e0da50a1b12791fcfe7e81a4cb2a7dd8ea64c7160a8e7e19ce1254acb7bbadd4,c9946afcd6698b31b21917f49fef0f228620b7264c207009fbf62e862b58014b,2014-10-28T09:39:36,2014-10-28T09:39:56.190500,inferred_start_plus_max_time_s,4,eligible,
eis:ES10:ES10C4:e032:r000,dc6d527433c6ce1ec5388b1a6a6c66b5601bbf695ba7ecefd80029b98dfa18db,ES10,ES10C4,32,0,resolved,resolved,paired_nonempty,eligible,passed,da5d279e5dd6ae47d557d216924d1c88b2ac0cd7b52807eb8f1efcfcf38a2284,aa093429ddff424f30865c4763063c637006db7aa71242b367ff1428da965955,2014-10-29T08:01:01,2014-10-29T08:01:21.201500,inferred_start_plus_max_time_s,0,eligible,
eis:ES10:ES10C4:e032:r001,dc6d527433c6ce1ec5388b1a6a6c66b5601bbf695ba7ecefd80029b98dfa18db,ES10,ES10C4,32,1,resolved,resolved,paired_nonempty,eligible,passed,feca9c5affee5a2c7ae8c55637276eac6b1e699392795ff86d3864472388f4fd,91d85f380bfe4a9cd3323e3402dabe0adb5dd900f86488b3bcdfac029c71f7b1,2014-10-29T08:01:53,2014-10-29T08:02:12.907500,inferred_start_plus_max_time_s,1,eligible,
eis:ES10:ES10C4:e032:r002,dc6d527433c6ce1ec5388b1a6a6c66b5601bbf695ba7ecefd80029b98dfa18db,ES10,ES10C4,32,2,resolved,resolved,paired_nonempty,eligible,passed,104e65eb65fe5f84baccb23ddf74f592b6dedfdfa8783f50b2f1b5d46b68795d,35b926bf13241d1e12693fc088bc9681845ca3d866a24871b1aeb54c591b8aad,2014-10-29T08:02:36,2014-10-29T08:02:56.178600,inferred_start_plus_max_time_s,2,eligible,
eis:ES10:ES10C4:e032:r003,dc6d527433c6ce1ec5388b1a6a6c66b5601bbf695ba7ecefd80029b98dfa18db,ES10,ES10C4,32,3,resolved,resolved,paired_nonempty,eligible,passed,0230e35196f89c8a560102009da50840f740f1e64a11325316d27e39742a5da3,a917980e5c147fe95de5604804fffd84315b493e09c2b775ec378477c02debce,2014-10-29T08:03:08,2014-10-29T08:03:28.194500,inferred_start_plus_max_time_s,3,eligible,
eis:ES10:ES10C4:e032:r004,dc6d527433c6ce1ec5388b1a6a6c66b5601bbf695ba7ecefd80029b98dfa18db,ES10,ES10C4,32,4,resolved,resolved,paired_nonempty,eligible,passed,5107940452e5d43af1c3af039d7f2c87431f07b4e3751eb5ca30f5f14d836f2e,7625addb455a80ab59608e22dcc275387ae6f689726071099e6c2be2bf9d5224,2014-10-29T08:03:38,2014-10-29T08:03:58.039500,inferred_start_plus_max_time_s,4,eligible,
eis:ES10:ES10C4:e033:r000,dc6d527433c6ce1ec5388b1a6a6c66b5601bbf695ba7ecefd80029b98dfa18db,ES10,ES10C4,33,0,resolved,resolved,paired_nonempty,eligible,passed,6a6ed6f58c5bbeecf6bb8206af429a269f370e2ea927fa2c1ae61f46b7e86e9f,00490bc68ce8c7e8e57d0036e9ff067cec8593a1af332e2db64017c78e03cf33,2014-10-29T15:01:43,2014-10-29T15:02:03.062600,inferred_start_plus_max_time_s,0,eligible,
eis:ES10:ES10C4:e033:r001,dc6d527433c6ce1ec5388b1a6a6c66b5601bbf695ba7ecefd80029b98dfa18db,ES10,ES10C4,33,1,resolved,resolved,paired_nonempty,eligible,passed,29dbe3b26e99afa1faa2bc7bfbe60a8008b5860553cfaf6c0f06f573673a9c57,d877641daa57790ee8ffa063b3055607b5fbf31eeded6e1f6ae02846ee3fbdaa,2014-10-29T15:02:19,2014-10-29T15:02:39.281600,inferred_start_plus_max_time_s,1,eligible,
eis:ES10:ES10C4:e033:r002,dc6d527433c6ce1ec5388b1a6a6c66b5601bbf695ba7ecefd80029b98dfa18db,ES10,ES10C4,33,2,resolved,resolved,paired_nonempty,eligible,passed,9dbe9efb18b9a8356efcc9586048716f079428ee1ef6cc2a639a86622e4c5476,65da13508e3522ad2aa748e20b8de41a531fa43f0705d4ad3d9e6a0ca20c40ef,2014-10-29T15:03:01,2014-10-29T15:03:21.056500,inferred_start_plus_max_time_s,2,eligible,
eis:ES10:ES10C4:e033:r003,dc6d527433c6ce1ec5388b1a6a6c66b5601bbf695ba7ecefd80029b98dfa18db,ES10,ES10C4,33,3,resolved,resolved,paired_nonempty,eligible,passed,ef1cc70819c983bac47ba1027f1a65077ec030667f0ab3dcabceee8f4cfc2463,d29e9ff557b804469898c47277b67492e9df33462c290fa9f266bc00b451e0b6,2014-10-29T15:03:40,2014-10-29T15:03:59.909500,inferred_start_plus_max_time_s,3,eligible,
eis:ES10:ES10C4:e033:r004,dc6d527433c6ce1ec5388b1a6a6c66b5601bbf695ba7ecefd80029b98dfa18db,ES10,ES10C4,33,4,resolved,resolved,paired_nonempty,eligible,passed,44c0f152bb134926bc0a427163394700d934c302512e0efc11e5c16d1ac706a3,3d55c4d90e6ca03683661366c6e885c18a719ca33c6c0c1bd9cb82ad80a14c66,2014-10-29T15:04:37,2014-10-29T15:04:57.197500,inferred_start_plus_max_time_s,4,eligible,
eis:ES10:ES10C4:e034:r000,dc6d527433c6ce1ec5388b1a6a6c66b5601bbf695ba7ecefd80029b98dfa18db,ES10,ES10C4,34,0,resolved,resolved,paired_nonempty,eligible,passed,df21e6a075d26c4bbe45ff808f7238959019938fcad3a8b3c7f34c95eadb3011,3beb06a2beff987a588802a23df3a8475a33f5cfefcd22a8463165c9db0bb80b,2014-10-30T10:01:27,2014-10-30T10:01:47.280500,inferred_start_plus_max_time_s,0,eligible,
eis:ES10:ES10C4:e034:r001,dc6d527433c6ce1ec5388b1a6a6c66b5601bbf695ba7ecefd80029b98dfa18db,ES10,ES10C4,34,1,resolved,resolved,paired_nonempty,eligible,passed,06c70f75ce9bcca9274c3a51b869d50e137886ce4734b6766341f76206977e6d,118c5a3df3887ca6c2efefe6d5b1c0f05177224b7abda1496fbaa310f13116d7,2014-10-30T10:02:05,2014-10-30T10:02:25.280500,inferred_start_plus_max_time_s,1,eligible,
eis:ES10:ES10C4:e034:r002,dc6d527433c6ce1ec5388b1a6a6c66b5601bbf695ba7ecefd80029b98dfa18db,ES10,ES10C4,34,2,resolved,resolved,paired_nonempty,eligible,passed,08a1b5b3559c4f8e0b1d397dc1714560a85a0e4e9fcfcfeb8920ee8afbd6c8eb,b2b9cb24e1f99ee4d532b98e7c74a7111632a2e5f24156b69047f8d489041cb3,2014-10-30T10:02:43,2014-10-30T10:03:03.058600,inferred_start_plus_max_time_s,2,eligible,
eis:ES10:ES10C4:e034:r003,dc6d527433c6ce1ec5388b1a6a6c66b5601bbf695ba7ecefd80029b98dfa18db,ES10,ES10C4,34,3,resolved,resolved,paired_nonempty,eligible,passed,9a09472cabab0aa438fdf02f0af0fa58d96cc42d79be6ae1e22ba97069e29bd1,7d1893f4e1aea0f4ed55f19e6c4d247d655616593c48180fd5b9ab39fe656e6f,2014-10-30T10:03:18,2014-10-30T10:03:38.059500,inferred_start_plus_max_time_s,3,eligible,
eis:ES10:ES10C4:e034:r004,dc6d527433c6ce1ec5388b1a6a6c66b5601bbf695ba7ecefd80029b98dfa18db,ES10,ES10C4,34,4,resolved,resolved,paired_nonempty,eligible,passed,1177dcb02a3b5ce033736a045a5bde8b28095e6089e69c85a56f2bf2fb97daed,70dc4ffb52f8d395e325ce6a9719a91edc727e8125d4129fb6b07405cd9011e5,2014-10-30T10:04:20,2014-10-30T10:04:40.058500,inferred_start_plus_max_time_s,4,eligible,
eis:ES10:ES10C4:e035:r000,dc6d527433c6ce1ec5388b1a6a6c66b5601bbf695ba7ecefd80029b98dfa18db,ES10,ES10C4,35,0,resolved,resolved,paired_nonempty,eligible,passed,1d1711bc15d3bb4786435a08cff5d30d02c95813ffa0bc9272893bb02fed8422,83e7fb864e1d91b3313775b0ed2415b6dd2d807bfb58907de0133e680f287cc8,2014-10-30T16:23:37,2014-10-30T16:23:57.278600,inferred_start_plus_max_time_s,0,eligible,
eis:ES10:ES10C4:e035:r001,dc6d527433c6ce1ec5388b1a6a6c66b5601bbf695ba7ecefd80029b98dfa18db,ES10,ES10C4,35,1,resolved,resolved,paired_nonempty,eligible,passed,3ff53a1ff60c1e1b0a18420f55ccb4359f2e2b6b307727a97c9b97b283f5a793,9e46bddfaa7225174339a2aa10a387b98be0d55e5bb747888ce7a6bad9f1d5e0,2014-10-30T16:24:17,2014-10-30T16:24:37.061500,inferred_start_plus_max_time_s,1,eligible,
eis:ES10:ES10C4:e035:r002,dc6d527433c6ce1ec5388b1a6a6c66b5601bbf695ba7ecefd80029b98dfa18db,ES10,ES10C4,35,2,resolved,resolved,paired_nonempty,eligible,passed,db9153e97296ceae52619932de7886296dc5a59269fe16c4a918d7fe58cb2305,340cf12b843c6782d433968747e0ffd7165134e008b239cde7a33fd168523149,2014-10-30T16:25:00,2014-10-30T16:25:20.061600,inferred_start_plus_max_time_s,2,eligible,
eis:ES10:ES10C4:e035:r003,dc6d527433c6ce1ec5388b1a6a6c66b5601bbf695ba7ecefd80029b98dfa18db,ES10,ES10C4,35,3,resolved,resolved,paired_nonempty,eligible,passed,6f779c42e74a655d505b862cbd4640ceedfe12616c028ed74627e3db0263721e,8a0149e0e268f8f8dff472e164995f288dda2215f761c7b3131d4568660c0a6e,2014-10-30T16:30:51,2014-10-30T16:31:10.983500,inferred_start_plus_max_time_s,3,eligible,
eis:ES10:ES10C4:e035:r004,dc6d527433c6ce1ec5388b1a6a6c66b5601bbf695ba7ecefd80029b98dfa18db,ES10,ES10C4,35,4,resolved,resolved,paired_nonempty,eligible,passed,54d03152a9a6254f9974e37d748fb23d2e93107621371808cf79a5e73716d245,6274caad7d9ee3f100b778be518d83c18f06a6624c8edb64856b0c92141df1ca,2014-10-30T16:31:25,2014-10-30T16:31:45.149500,inferred_start_plus_max_time_s,4,eligible,
eis:ES10:ES10C4:e036:r000,dc6d527433c6ce1ec5388b1a6a6c66b5601bbf695ba7ecefd80029b98dfa18db,ES10,ES10C4,36,0,resolved,resolved,paired_nonempty,eligible,passed,13a378e8cadcd90f0dea32e84af0045ef12f4e5882b0c93677a53f69285fbc88,70a5c9a6afbe8dd9acd43a3322f1e054fd64e3318fcda3ab57c8d6036eec6953,2014-10-31T10:10:03,2014-10-31T10:10:23.281600,inferred_start_plus_max_time_s,0,eligible,
eis:ES10:ES10C4:e036:r001,dc6d527433c6ce1ec5388b1a6a6c66b5601bbf695ba7ecefd80029b98dfa18db,ES10,ES10C4,36,1,resolved,resolved,paired_nonempty,eligible,passed,af18e7b0423b60eb6596d7a4c5aa45b3edf6abc6126b7be662b5627de32679ee,cd6853c0f5a3126899bcb230ed8b2fab4b75e1439c5d7fdca531bca65c8cad33,2014-10-31T10:10:35,2014-10-31T10:10:55.059600,inferred_start_plus_max_time_s,1,eligible,
eis:ES10:ES10C4:e036:r002,dc6d527433c6ce1ec5388b1a6a6c66b5601bbf695ba7ecefd80029b98dfa18db,ES10,ES10C4,36,2,resolved,resolved,paired_nonempty,eligible,passed,42c79971fb002107bd44eaacf32838e29d4a7d0e655f1721b469989dec6b32e3,5b4b5a95ca855e89e61eb64a88c86e2f31b98530de778b7f90363ad8649f14a7,2014-10-31T10:11:06,2014-10-31T10:11:26.057500,inferred_start_plus_max_time_s,2,eligible,
eis:ES10:ES10C4:e036:r003,dc6d527433c6ce1ec5388b1a6a6c66b5601bbf695ba7ecefd80029b98dfa18db,ES10,ES10C4,36,3,resolved,resolved,paired_nonempty,eligible,passed,66f8a3e58616baa3ea0e18fdfe4415b4de8ac4c253893b41b9a6c975b6559c8e,bba693f4ec23ac12aee6ad39f015c30f767c6483fb96c542f395322088c60827,2014-10-31T10:11:45,2014-10-31T10:12:05.201500,inferred_start_plus_max_time_s,3,eligible,
eis:ES10:ES10C4:e036:r004,dc6d527433c6ce1ec5388b1a6a6c66b5601bbf695ba7ecefd80029b98dfa18db,ES10,ES10C4,36,4,resolved,resolved,paired_nonempty,eligible,passed,50a7e3cf900b56bb4aa73c2cf33a4cacae9dafa59f68397611e57c67c588c5f2,451bf69bf58a95ec5516b0d45168410113250cd7cd382276b0a9a851a230a055,2014-10-31T10:12:38,2014-10-31T10:12:58.063500,inferred_start_plus_max_time_s,4,eligible,
eis:ES10:ES10C4:e037:r000,dc6d527433c6ce1ec5388b1a6a6c66b5601bbf695ba7ecefd80029b98dfa18db,ES10,ES10C4,37,0,resolved,resolved,paired_nonempty,eligible,passed,6454cf5535581f9e3eccba1a24872f83f4272ba1ddb15416e5db12c7d78b8032,ea57f0e864da853e22a4d751d2b01381f0ffee02ec4085bb0008f82449ee414f,2014-11-03T09:14:32,2014-11-03T09:14:52.150500,inferred_start_plus_max_time_s,0,eligible,
eis:ES10:ES10C4:e037:r001,dc6d527433c6ce1ec5388b1a6a6c66b5601bbf695ba7ecefd80029b98dfa18db,ES10,ES10C4,37,1,resolved,resolved,paired_nonempty,eligible,passed,683eaa41ffd4ed1342614dc130c2222545820b44bba0703fd313e8856437ef08,ba649f8c46daa63f876896269b46acbf0ef6bc39b986f6f9abaaaae053ac0dc1,2014-11-03T09:15:06,2014-11-03T09:15:26.055500,inferred_start_plus_max_time_s,1,eligible,
eis:ES10:ES10C4:e037:r002,dc6d527433c6ce1ec5388b1a6a6c66b5601bbf695ba7ecefd80029b98dfa18db,ES10,ES10C4,37,2,resolved,resolved,paired_nonempty,eligible,passed,e400fc7d7d3b032b578e1ab474ba65646af472cd7eea8853d0191804ccd08128,a5d5f7a470a27fd1794270a73f5a5b51777bf579639edca695a03a25a3b4f547,2014-11-03T09:15:38,2014-11-03T09:15:58.060600,inferred_start_plus_max_time_s,2,eligible,
eis:ES10:ES10C4:e037:r003,dc6d527433c6ce1ec5388b1a6a6c66b5601bbf695ba7ecefd80029b98dfa18db,ES10,ES10C4,37,3,resolved,resolved,paired_nonempty,eligible,passed,64e083beb24db70201471fa6eb855bf5c827c1648bc200099d0e9ace5e3306ab,6da370b0065239e0a6660e24935d823bb0e8bae8086a9eebd657207db8d03dcb,2014-11-03T09:16:11,2014-11-03T09:16:31.199600,inferred_start_plus_max_time_s,3,eligible,
eis:ES10:ES10C4:e037:r004,dc6d527433c6ce1ec5388b1a6a6c66b5601bbf695ba7ecefd80029b98dfa18db,ES10,ES10C4,37,4,resolved,resolved,paired_nonempty,eligible,passed,84fc3683450b5475ef7e55350d49839c5eb501ed7899b84fc323a75d6e61a6c7,ede60a4f1404c390f3d0cb2b36c26ca519099f1a5dff0952b27e854b960e2f15,2014-11-03T09:16:45,2014-11-03T09:17:05.059600,inferred_start_plus_max_time_s,4,eligible,
eis:ES10:ES10C4:e038:r000,dc6d527433c6ce1ec5388b1a6a6c66b5601bbf695ba7ecefd80029b98dfa18db,ES10,ES10C4,38,0,resolved,resolved,paired_nonempty,eligible,passed,6b411c8feb12d5d34b9732556ff6f44b10e3c38e1001dc8cb55c07b8e954656e,ac72f9be48a1aa43e5e2dd13637f2feeb07347389d8d7c55a535a4aed837605f,2014-11-04T08:51:48,2014-11-04T08:52:08.150500,inferred_start_plus_max_time_s,0,eligible,
eis:ES10:ES10C4:e038:r001,dc6d527433c6ce1ec5388b1a6a6c66b5601bbf695ba7ecefd80029b98dfa18db,ES10,ES10C4,38,1,resolved,resolved,paired_nonempty,eligible,passed,89346ade21c7c94ae038f732f382596c1c77b7c58daac0b967e4c951fae0c62d,4b52b4fa11a52ed7f406b6a6d6b63c2d43ed3a9aad760fa9067d280f3865e56f,2014-11-04T08:52:26,2014-11-04T08:52:46.282600,inferred_start_plus_max_time_s,1,eligible,
eis:ES10:ES10C4:e038:r002,dc6d527433c6ce1ec5388b1a6a6c66b5601bbf695ba7ecefd80029b98dfa18db,ES10,ES10C4,38,2,resolved,resolved,paired_nonempty,eligible,passed,efeab167fb867a47b7e4d9bbfab03e52ff2b5b4ef05d2b78757e59c4750dd8f0,ecb2afa2c96700ba6af8326f4aedb383267b396763f061de0a6fca0d40f8164c,2014-11-04T08:52:58,2014-11-04T08:53:18.282500,inferred_start_plus_max_time_s,2,eligible,
eis:ES10:ES10C4:e038:r003,dc6d527433c6ce1ec5388b1a6a6c66b5601bbf695ba7ecefd80029b98dfa18db,ES10,ES10C4,38,3,resolved,resolved,paired_nonempty,eligible,passed,2f2c133712e95ec9cef40ebd56795d23676817d5de96c0b82fb45bfdafd6b929,3b709063f3be4a3bed52092c87e4a63f9af43778abc9baf0ee6da6523835bdad,2014-11-04T08:53:29,2014-11-04T08:53:49.058600,inferred_start_plus_max_time_s,3,eligible,
eis:ES10:ES10C4:e038:r004,dc6d527433c6ce1ec5388b1a6a6c66b5601bbf695ba7ecefd80029b98dfa18db,ES10,ES10C4,38,4,resolved,resolved,paired_nonempty,eligible,passed,0ab9dda2ce3eccae7dc6b0f9706ae370e5435dc6cbc00af276caa41c534134b3,95d7b819ae7575c5a3891a0d606c9a5b9c07cce33525af4c985226133fc4dbb7,2014-11-04T08:54:00,2014-11-04T08:54:19.910600,inferred_start_plus_max_time_s,4,eligible,
eis:ES10:ES10C4:e039:r000,dc6d527433c6ce1ec5388b1a6a6c66b5601bbf695ba7ecefd80029b98dfa18db,ES10,ES10C4,39,0,resolved,resolved,paired_nonempty,eligible,passed,85702cae9d6a0cdcefe0c57f76ff57189f2037e221af83d2d1fe81abdb3f8b6d,70f921284ce3da7d9d8fa39d6fb89b58057ef1b4346d484fc5f3112dd1f7e601,2014-11-05T13:06:53,2014-11-05T13:07:13.282600,inferred_start_plus_max_time_s,0,eligible,
eis:ES10:ES10C4:e039:r001,dc6d527433c6ce1ec5388b1a6a6c66b5601bbf695ba7ecefd80029b98dfa18db,ES10,ES10C4,39,1,resolved,resolved,paired_nonempty,eligible,passed,4680ccfd202a2e7ee44955d8998bc237b9edf1a325e9439f14ad6cfee7835a77,534602c308acd764775003667e57767dba8af71a325730bb9247892de26b6245,2014-11-05T13:07:36,2014-11-05T13:07:56.382500,inferred_start_plus_max_time_s,1,eligible,
eis:ES10:ES10C4:e039:r002,dc6d527433c6ce1ec5388b1a6a6c66b5601bbf695ba7ecefd80029b98dfa18db,ES10,ES10C4,39,2,resolved,resolved,paired_nonempty,eligible,passed,5af2998fdf71adf0ae8adf1bee5e9331b9091d8da7672dfe448c4979b7a092a0,d4eabad5d4505c3c2df9dda23df4becab1882e8d4f76da3fa2fc774d16c91503,2014-11-05T13:08:22,2014-11-05T13:08:42.061500,inferred_start_plus_max_time_s,2,eligible,
eis:ES10:ES10C4:e039:r003,dc6d527433c6ce1ec5388b1a6a6c66b5601bbf695ba7ecefd80029b98dfa18db,ES10,ES10C4,39,3,resolved,resolved,paired_nonempty,eligible,passed,6708ad6d8be4a1734295f6d33c91a055f456ec3ef5cd3645341766b2365055cf,ac96e701f1ab7a99f92da73f5349e2080bd3b527da026ba20ea58bb858501cb7,2014-11-05T13:08:59,2014-11-05T13:09:19.057500,inferred_start_plus_max_time_s,3,eligible,
eis:ES10:ES10C4:e039:r004,dc6d527433c6ce1ec5388b1a6a6c66b5601bbf695ba7ecefd80029b98dfa18db,ES10,ES10C4,39,4,resolved,resolved,paired_nonempty,eligible,passed,51f20153d1d5677df60afb8e3dc50a7cff85f69e5aa2d14c303c0315940906a7,6fb654e10a4bb20ad69e97f4c29fe9d0747f7dbc9a3def5f91cb2581e80cf69c,2014-11-05T13:09:35,2014-11-05T13:09:55.048500,inferred_start_plus_max_time_s,4,eligible,
eis:ES10:ES10C4:e040:r000,dc6d527433c6ce1ec5388b1a6a6c66b5601bbf695ba7ecefd80029b98dfa18db,ES10,ES10C4,40,0,resolved,resolved,paired_nonempty,eligible,passed,7550114cc7a8cd9639892263a17929c7cf266d75accafc9fa9f37b1ab33d4637,bc2254fbbc4e0259595bb61f459fb6234a55378ce8d53e3d1a6839ba05e2fbd0,2014-11-06T09:02:26,2014-11-06T09:02:45.979500,inferred_start_plus_max_time_s,0,eligible,
eis:ES10:ES10C4:e040:r001,dc6d527433c6ce1ec5388b1a6a6c66b5601bbf695ba7ecefd80029b98dfa18db,ES10,ES10C4,40,1,resolved,resolved,paired_nonempty,eligible,passed,1037c94996b2ecfbc9b71c598108d4251c6d639bf66480b9710120bbbc3f0203,a0ca3c6d333ab722a1c97621069f7baea4228c9727ff3ace73ddca770eb1a5fc,2014-11-06T09:03:03,2014-11-06T09:03:23.113500,inferred_start_plus_max_time_s,1,eligible,
eis:ES10:ES10C4:e040:r002,dc6d527433c6ce1ec5388b1a6a6c66b5601bbf695ba7ecefd80029b98dfa18db,ES10,ES10C4,40,2,resolved,resolved,paired_nonempty,eligible,passed,55b6d9ae960c621a2552de57bb0b294b864bf643cfb183c3b3dd9cb95f6245d6,49ce1f170f7443a8a4165cbea3d9779adbf2c2feaf223499e72e9ad641dae47c,2014-11-06T09:03:51,2014-11-06T09:04:11.145500,inferred_start_plus_max_time_s,2,eligible,
eis:ES10:ES10C4:e040:r003,dc6d527433c6ce1ec5388b1a6a6c66b5601bbf695ba7ecefd80029b98dfa18db,ES10,ES10C4,40,3,resolved,resolved,paired_nonempty,eligible,passed,7448056743ed2cee7c846d401888637ad3f49d5fa694a81765146a0459630d49,650cac475dc6496897d057e6c5ac0054e8a88f4630ecf2767305be03e5c56081,2014-11-06T09:04:45,2014-11-06T09:05:05.245500,inferred_start_plus_max_time_s,3,eligible,
eis:ES10:ES10C4:e040:r004,dc6d527433c6ce1ec5388b1a6a6c66b5601bbf695ba7ecefd80029b98dfa18db,ES10,ES10C4,40,4,resolved,resolved,paired_nonempty,eligible,passed,a370bd9b72e2cc338387794ae96807e1371c04bab4844236f6aeb7ffbc3d7c54,4911c4f457c665a444944b95c3f794c8cb7ff221b1f110950d624c069437cbce,2014-11-06T09:05:38,2014-11-06T09:05:58.283600,inferred_start_plus_max_time_s,4,eligible,
eis:ES10:ES10C4:e041:r000,dc6d527433c6ce1ec5388b1a6a6c66b5601bbf695ba7ecefd80029b98dfa18db,ES10,ES10C4,41,0,resolved,resolved,paired_nonempty,eligible,passed,bacb0e532e94aaca0d5fe871191b9e16d4fe2050f4129ee4a81a3b16a6e639e3,641dfbb687acd1ddf34ff9d5372982b19580bce685882a741977ec30f153716f,2014-11-06T15:05:15,2014-11-06T15:05:34.752600,inferred_start_plus_max_time_s,0,eligible,
eis:ES10:ES10C4:e041:r001,dc6d527433c6ce1ec5388b1a6a6c66b5601bbf695ba7ecefd80029b98dfa18db,ES10,ES10C4,41,1,resolved,resolved,paired_nonempty,eligible,passed,72516870e250bc4f60e794af9122f0d1eef02c7aaf0270e69af617752354800d,df0ea0458579057f5c568f78dbbcc56585eb30c6032620984cce759bd2664030,2014-11-06T15:05:51,2014-11-06T15:06:10.715500,inferred_start_plus_max_time_s,1,eligible,
eis:ES10:ES10C4:e041:r002,dc6d527433c6ce1ec5388b1a6a6c66b5601bbf695ba7ecefd80029b98dfa18db,ES10,ES10C4,41,2,resolved,resolved,paired_nonempty,eligible,passed,8413b41f57e91a16479456a8e5ad9604edaad90f3f3e5e544a612bafc9788c9e,d48185377216a5cda3dd17c0493bf1c76f7f7c117ada09ae0fa8cd0fe6056f92,2014-11-06T15:06:50,2014-11-06T15:07:10.019600,inferred_start_plus_max_time_s,2,eligible,
eis:ES10:ES10C4:e041:r003,dc6d527433c6ce1ec5388b1a6a6c66b5601bbf695ba7ecefd80029b98dfa18db,ES10,ES10C4,41,3,resolved,resolved,paired_nonempty,eligible,passed,6105f540bdce32f09278392e33501f3efa13a6a070ea4646b44d24dee11a0eba,c151dbff46b668beafcd4810ff681b9f41aba06c40dcf1c6617dc6b1593d9382,2014-11-06T15:07:22,2014-11-06T15:07:41.981500,inferred_start_plus_max_time_s,3,eligible,
eis:ES10:ES10C4:e041:r004,dc6d527433c6ce1ec5388b1a6a6c66b5601bbf695ba7ecefd80029b98dfa18db,ES10,ES10C4,41,4,resolved,resolved,paired_nonempty,eligible,passed,5bc4f9bb16d0ce0d8c73e20ee48638a478c65ec3eb80cebe52443a21f00a86d9,84bde7203c309b1c4cc0b1cf96293e5591de95c731f102899bf99f1936c5579d,2014-11-06T15:07:56,2014-11-06T15:08:16.147500,inferred_start_plus_max_time_s,4,eligible,
eis:ES10:ES10C4:e042:r000,dc6d527433c6ce1ec5388b1a6a6c66b5601bbf695ba7ecefd80029b98dfa18db,ES10,ES10C4,42,0,resolved,resolved,paired_nonempty,eligible,passed,0884346c8c6a80ac55fa9a8364eefaaf021d6c6d5113d5591f49d80c2ed38ba3,0e2c7df3c253382cf894effa4bef8413b29175f13d2ce437c3be246f1e52f502,2014-11-07T14:29:44,2014-11-07T14:30:03.937500,inferred_start_plus_max_time_s,0,eligible,
