item_id,source_sha256,condition,provisional_unit,event_index,raw_replicate_index,raw_shape,canonical_shape,raw_token_count,canonical_column_count,column_token_nul_sha256,column_mapping_status,n_raw_rows,n_preamble,n_frequency,invalid_frequency_count,preamble_status,positive_sweep_status,positive_grid_sha256,algebra_status,algebra_max_scaled_error,finite_count,nan_count,inf_count,matrix_content_sha256,status
eis:ES10:ES10C6:e048:r002,dc6d527433c6ce1ec5388b1a6a6c66b5601bbf695ba7ecefd80029b98dfa18db,ES10,ES10C6,48,2,"[18,59]","[59,18]",20,18,54f470b08afd092df6cadc7416935e539aa20ff07ef66595ecffb7efbf39ad09,passed,59,8,51,0,passed,passed,aa3342e1e33b3a41b1abdcbc916f81f48066ab65a84988a8ce8c9cfeb79c0629,passed,1.89867123065096e-07,1062,0,0,27a6bd9a9c172b19f01c499d32332cf27bbd3d3f736cd7c119bc9cc7798dbde6,passed
eis:ES10:ES10C6:e048:r003,dc6d527433c6ce1ec5388b1a6a6c66b5601bbf695ba7ecefd80029b98dfa18db,ES10,ES10C6,48,3,"[18,59]","[59,18]",20,18,54f470b08afd092df6cadc7416935e539aa20ff07ef66595ecffb7efbf39ad09,passed,59,8,51,0,passed,passed,aa3342e1e33b3a41b1abdcbc916f81f48066ab65a84988a8ce8c9cfeb79c0629,passed,1.7688862389172383e-07,1062,0,0,37baecff92c6b08b7aba09d84a84dc1e34911bb6d304e50191ed7b80d2c0c8b6,passed
eis:ES10:ES10C6:e048:r004,dc6d527433c6ce1ec5388b1a6a6c66b5601bbf695ba7ecefd80029b98dfa18db,ES10,ES10C6,48,4,"[18,59]","[59,18]",20,18,54f470b08afd092df6cadc7416935e539aa20ff07ef66595ecffb7efbf39ad09,passed,59,8,51,0,passed,passed,aa3342e1e33b3a41b1abdcbc916f81f48066ab65a84988a8ce8c9cfeb79c0629,passed,2.0473374069514723e-07,1062,0,0,dbb0136bc13225afd0e6301553aefacd9492a7ab8dd3461486a785fef85abc01,passed
eis:ES10:ES10C6:e049:r000,dc6d527433c6ce1ec5388b1a6a6c66b5601bbf695ba7ecefd80029b98dfa18db,ES10,ES10C6,49,0,"[18,59]","[59,18]",20,18,54f470b08afd092df6cadc7416935e539aa20ff07ef66595ecffb7efbf39ad09,passed,59,8,51,0,passed,passed,aa3342e1e33b3a41b1abdcbc916f81f48066ab65a84988a8ce8c9cfeb79c0629,passed,2.4184107808760644e-07,1062,0,0,17e89a2dae64d239e6f29ad7ef91fb7bf97cae989c3615ac352f6877d5fdb40f,passed
eis:ES10:ES10C6:e049:r001,dc6d527433c6ce1ec5388b1a6a6c66b5601bbf695ba7ecefd80029b98dfa18db,ES10,ES10C6,49,1,"[18,59]","[59,18]",20,18,54f470b08afd092df6cadc7416935e539aa20ff07ef66595ecffb7efbf39ad09,passed,59,8,51,0,passed,passed,aa3342e1e33b3a41b1abdcbc916f81f48066ab65a84988a8ce8c9cfeb79c0629,passed,1.6436004420464329e-07,1062,0,0,546f557aed7b76bcf9aab8f425d92ff6c488db7b329e617e3e8c66d30f93150d,passed
eis:ES10:ES10C6:e049:r002,dc6d527433c6ce1ec5388b1a6a6c66b5601bbf695ba7ecefd80029b98dfa18db,ES10,ES10C6,49,2,"[18,59]","[59,18]",20,18,54f470b08afd092df6cadc7416935e539aa20ff07ef66595ecffb7efbf39ad09,passed,59,8,51,0,passed,passed,aa3342e1e33b3a41b1abdcbc916f81f48066ab65a84988a8ce8c9cfeb79c0629,passed,1.5749480644768799e-07,1062,0,0,2c0843bba9253c86b4c11e7f07c59b495d06715cfe18e0f193d00b44f60a5a84,passed
eis:ES10:ES10C6:e049:r003,dc6d527433c6ce1ec5388b1a6a6c66b5601bbf695ba7ecefd80029b98dfa18db,ES10,ES10C6,49,3,"[18,59]","[59,18]",20,18,54f470b08afd092df6cadc7416935e539aa20ff07ef66595ecffb7efbf39ad09,passed,59,8,51,0,passed,passed,aa3342e1e33b3a41b1abdcbc916f81f48066ab65a84988a8ce8c9cfeb79c0629,passed,2.0385958114445847e-07,1062,0,0,ac5325508440086b8e808c9794ceee2ad866eb50f8ec66ab241da1c635317b50,passed
eis:ES10:ES10C6:e049:r004,dc6d527433c6ce1ec5388b1a6a6c66b5601bbf695ba7ecefd80029b98dfa18db,ES10,ES10C6,49,4,"[18,59]","[59,18]",20,18,54f470b08afd092df6cadc7416935e539aa20ff07ef66595ecffb7efbf39ad09,passed,59,8,51,0,passed,passed,aa3342e1e33b3a41b1abdcbc916f81f48066ab65a84988a8ce8c9cfeb79c0629,passed,1.7354653740568722e-07,1062,0,0,1b84d40ad217544bdfc473c1c382ce834ad7ec628f5c354134843e30f7a7879f,passed
eis:ES10:ES10C6:e050:r000,dc6d527433c6ce1ec5388b1a6a6c66b5601bbf695ba7ecefd80029b98dfa18db,ES10,ES10C6,50,0,"[18,59]","[59,18]",20,18,54f470b08afd092df6cadc7416935e539aa20ff07ef66595ecffb7efbf39ad09,passed,59,8,51,0,passed,passed,aa3342e1e33b3a41b1abdcbc916f81f48066ab65a84988a8ce8c9cfeb79c0629,passed,1.7890078718736069e-07,1062,0,0,c4fa0ce51c9149d057ab4e0277bed9b565de2b72785e6139e53ce16540cc174f,passed
eis:ES10:ES10C6:e050:r001,dc6d527433c6ce1ec5388b1a6a6c66b5601bbf695ba7ecefd80029b98dfa18db,ES10,ES10C6,50,1,"[18,59]","[59,18]",20,18,54f470b08afd092df6cadc7416935e539aa20ff07ef66595ecffb7efbf39ad09,passed,59,8,51,0,passed,passed,aa3342e1e33b3a41b1abdcbc916f81f48066ab65a84988a8ce8c9cfeb79c0629,passed,1.8278701892923352e-07,1062,0,0,51143be77be18b0ea05db043266619527f7d41750fc853e7542ce55c0f5f6112,passed
eis:ES10:ES10C6:e050:r002,dc6d527433c6ce1ec5388b1a6a6c66b5601bbf695ba7ecefd80029b98dfa18db,ES10,ES10C6,50,2,"[18,59]","[59,18]",20,18,54f470b08afd092df6cadc7416935e539aa20ff07ef66595ecffb7efbf39ad09,passed,59,8,51,0,passed,passed,aa3342e1e33b3a41b1abdcbc916f81f48066ab65a84988a8ce8c9cfeb79c0629,passed,1.6166711550634598e-07,1062,0,0,1b35738f96e009a3a68966459708874a058a7926c0eb230098dec901e5211f40,passed
eis:ES10:ES10C6:e050:r003,dc6d527433c6ce1ec5388b1a6a6c66b5601bbf695ba7ecefd80029b98dfa18db,ES10,ES10C6,50,3,"[18,59]","[59,18]",20,18,54f470b08afd092df6cadc7416935e539aa20ff07ef66595ecffb7efbf39ad09,passed,59,8,51,0,passed,passed,aa3342e1e33b3a41b1abdcbc916f81f48066ab65a84988a8ce8c9cfeb79c0629,passed,2.0985167320114907e-07,1062,0,0,714022d830825c2b49061fd435e89a5a1aaf971c0c8bc49f36948aa54254d537,passed
eis:ES10:ES10C6:e050:r004,dc6d527433c6ce1ec5388b1a6a6c66b5601bbf695ba7ecefd80029b98dfa18db,ES10,ES10C6,50,4,"[18,59]","[59,18]",20,18,54f470b08afd092df6cadc7416935e539aa20ff07ef66595ecffb7efbf39ad09,passed,59,8,51,0,passed,passed,aa3342e1e33b3a41b1abdcbc916f81f48066ab65a84988a8ce8c9cfeb79c0629,passed,1.4994328729878636e-07,1062,0,0,f745ddc87c94af3749854b20c03ce711d3d3b34b7f8b47746ac385ac55f68da9,passed
eis:ES10:ES10C6:e051:r000,dc6d527433c6ce1ec5388b1a6a6c66b5601bbf695ba7ecefd80029b98dfa18db,ES10,ES10C6,51,0,"[18,59]","[59,18]",20,18,54f470b08afd092df6cadc7416935e539aa20ff07ef66595ecffb7efbf39ad09,passed,59,8,51,0,passed,passed,aa3342e1e33b3a41b1abdcbc916f81f48066ab65a84988a8ce8c9cfeb79c0629,passed,1.7865892773122701e-07,1062,0,0,bf89212e06e414963781be7d3672432dd81689521133e7d22b23c759f15e8152,passed
eis:ES10:ES10C6:e051:r001,dc6d527433c6ce1ec5388b1a6a6c66b5601bbf695ba7ecefd80029b98dfa18db,ES10,ES10C6,51,1,"[18,59]","[59,18]",20,18,54f470b08afd092df6cadc7416935e539aa20ff07ef66595ecffb7efbf39ad09,passed,59,8,51,0,passed,passed,aa3342e1e33b3a41b1abdcbc916f81f48066ab65a84988a8ce8c9cfeb79c0629,passed,1.4192381568464023e-07,1062,0,0,f7c5cae3ee1096711637b27d2c9121d439ab794a1aa9768b06f839f532815d60,passed
eis:ES10:ES10C6:e051:r002,dc6d527433c6ce1ec5388b1a6a6c66b5601bbf695ba7ecefd80029b98dfa18db,ES10,ES10C6,51,2,"[18,59]","[59,18]",20,18,54f470b08afd092df6cadc7416935e539aa20ff07ef66595ecffb7efbf39ad09,passed,59,8,51,0,passed,passed,aa3342e1e33b3a41b1abdcbc916f81f48066ab65a84988a8ce8c9cfeb79c0629,passed,1.573753700203832e-07,1062,0,0,5f030f36bce9fcea0171148abb520f70bc120ea6b6ad6436f997dfa4020d69f2,passed
eis:ES10:ES10C6:e051:r003,dc6d527433c6ce1ec5388b1a6a6c66b5601bbf695ba7ecefd80029b98dfa18db,ES10,ES10C6,51,3,"[18,59]","[59,18]",20,18,54f470b08afd092df6cadc7416935e539aa20ff07ef66595ecffb7efbf39ad09,passed,59,8,51,0,passed,passed,aa3342e1e33b3a41b1abdcbc916f81f48066ab65a84988a8ce8c9cfeb79c0629,passed,1.5115598148415145e-07,1062,0,0,2c9d63e6f06a32a36142a02799d83446c5b4ffbaba0617df70fdd42f8401638b,passed
eis:ES10:ES10C6:e051:r004,dc6d527433c6ce1ec5388b1a6a6c66b5601bbf695ba7ecefd80029b98dfa18db,ES10,ES10C6,51,4,"[18,59]","[59,18]",20,18,54f470b08afd092df6cadc7416935e539aa20ff07ef66595ecffb7efbf39ad09,passed,59,8,51,0,passed,passed,aa3342e1e33b3a41b1abdcbc916f81f48066ab65a84988a8ce8c9cfeb79c0629,passed,1.3076074268910771e-07,1062,0,0,e0326543edc8e4c733e7230b18f0567a8bc993413630bdd1a5499d63cbe383db,passed
eis:ES10:ES10C6:e052:r000,dc6d527433c6ce1ec5388b1a6a6c66b5601bbf695ba7ecefd80029b98dfa18db,ES10,ES10C6,52,0,"[18,59]","[59,18]",20,18,54f470b08afd092df6cadc7416935e539aa20ff07ef66595ecffb7efbf39ad09,passed,59,8,51,0,passed,passed,aa3342e1e33b3a41b1abdcbc916f81f48066ab65a84988a8ce8c9cfeb79c0629,passed,2.0317625675222192e-07,1062,0,0,488db9e870b4478e8bdf87ed54f9c8b3d1f1e64a72a4510478eafaee152b2826,passed
eis:ES10:ES10C6:e052:r001,dc6d527433c6ce1ec5388b1a6a6c66b5601bbf695ba7ecefd80029b98dfa18db,ES10,ES10C6,52,1,"[18,59]","[59,18]",20,18,54f470b08afd092df6cadc7416935e539aa20ff07ef66595ecffb7efbf39ad09,passed,59,8,51,0,passed,passed,aa3342e1e33b3a41b1abdcbc916f81f48066ab65a84988a8ce8c9cfeb79c0629,passed,1.7949759436257141e-07,1062,0,0,7a4ab860784c9ec4e54169d571ebaaac48db84e8f99621dbc8abdfa06d645dc9,passed
eis:ES10:ES10C6:e052:r002,dc6d527433c6ce1ec5388b1a6a6c66b5601bbf695ba7ecefd80029b98dfa18db,ES10,ES10C6,52,2,"[18,59]","[59,18]",20,18,54f470b08afd092df6cadc7416935e539aa20ff07ef66595ecffb7efbf39ad09,passed,59,8,51,0,passed,passed,aa3342e1e33b3a41b1abdcbc916f81f48066ab65a84988a8ce8c9cfeb79c0629,passed,1.7270291686918309e-07,1062,0,0,fe0fa79e436a1bfe109039bd49a7856ebe1c099fce458748302ddfd838102a81,passed
eis:ES10:ES10C6:e052:r003,dc6d527433c6ce1ec5388b1a6a6c66b5601bbf695ba7ecefd80029b98dfa18db,ES10,ES10C6,52,3,"[18,59]","[59,18]",20,18,54f470b08afd092df6cadc7416935e539aa20ff07ef66595ecffb7efbf39ad09,passed,59,8,51,0,passed,passed,aa3342e1e33b3a41b1abdcbc916f81f48066ab65a84988a8ce8c9cfeb79c0629,passed,1.7274792321277255e-07,1062,0,0,654fa2cc831c6b17ff5034d1e0d8efef1efc8bec95e8e8268e94036f6ee9b053,passed
eis:ES10:ES10C6:e052:r004,dc6d527433c6ce1ec5388b1a6a6c66b5601bbf695ba7ecefd80029b98dfa18db,ES10,ES10C6,52,4,"[18,59]","[59,18]",20,18,54f470b08afd092df6cadc7416935e539aa20ff07ef66595ecffb7efbf39ad09,passed,59,8,51,0,passed,passed,aa3342e1e33b3a41b1abdcbc916f81f48066ab65a84988a8ce8c9cfeb79c0629,passed,2.0515628952453209e-07,1062,0,0,47541ee222f9bcf05a9fea13707e67422b722d4709bec753c796117610e895c7,passed
eis:ES10:ES10C6:e053:r000,dc6d527433c6ce1ec5388b1a6a6c66b5601bbf695ba7ecefd80029b98dfa18db,ES10,ES10C6,53,0,"[18,59]","[59,18]",20,18,54f470b08afd092df6cadc7416935e539aa20ff07ef66595ecffb7efbf39ad09,passed,59,8,51,0,passed,passed,aa3342e1e33b3a41b1abdcbc916f81f48066ab65a84988a8ce8c9cfeb79c0629,passed,1.5090703490467603e-07,1062,0,0,37af9d5f8b232fe59349fe8eaea79a27b212dc263a2415520f86960937b2f9a3,passed
eis:ES10:ES10C6:e053:r001,dc6d527433c6ce1ec5388b1a6a6c66b5601bbf695ba7ecefd80029b98dfa18db,ES10,ES10C6,53,1,"[18,59]","[59,18]",20,18,54f470b08afd092df6cadc7416935e539aa20ff07ef66595ecffb7efbf39ad09,passed,59,8,51,0,passed,passed,aa3342e1e33b3a41b1abdcbc916f81f48066ab65a84988a8ce8c9cfeb79c0629,passed,1.7004896467106928e-07,1062,0,0,3e923d678c533ec9cbd0520f285b0b155e1140bd0986411ccd6a7b695f02f563,passed
eis:ES10:ES10C6:e053:r002,dc6d527433c6ce1ec5388b1a6a6c66b5601bbf695ba7ecefd80029b98dfa18db,ES10,ES10C6,53,2,"[18,59]","[59,18]",20,18,54f470b08afd092df6cadc7416935e539aa20ff07ef66595ecffb7efbf39ad09,passed,59,8,51,0,passed,passed,aa3342e1e33b3a41b1abdcbc916f81f48066ab65a84988a8ce8c9cfeb79c0629,passed,2.2888648562294232e-07,1062,0,0,0f62399fae1cefdf55d157afc6439a767f7815233c9c945833774845d4ca3e9b,passed
eis:ES10:ES10C6:e053:r003,dc6d527433c6ce1ec5388b1a6a6c66b5601bbf695ba7ecefd80029b98dfa18db,ES10,ES10C6,53,3,"[18,59]","[59,18]",20,18,54f470b08afd092df6cadc7416935e539aa20ff07ef66595ecffb7efbf39ad09,passed,59,8,51,0,passed,passed,aa3342e1e33b3a41b1abdcbc916f81f48066ab65a84988a8ce8c9cfeb79c0629,passed,2.518744839905378e-07,1062,0,0,23d3981fa088e2a59b1826faf7928264432e7528f5feab316f2b4612150676de,passed
eis:ES10:ES10C6:e053:r004,dc6d527433c6ce1ec5388b1a6a6c66b5601bbf695ba7ecefd80029b98dfa18db,ES10,ES10C6,53,4,"[18,59]","[59,18]",20,18,54f470b08afd092df6cadc7416935e539aa20ff07ef66595ecffb7efbf39ad09,passed,59,8,51,0,passed,passed,aa3342e1e33b3a41b1abdcbc916f81f48066ab65a84988a8ce8c9cfeb79c0629,passed,1.6367425126789489e-07,1062,0,0,560d6bf411ab9c165c8c29a9da155453fe480f382fcd8ca8fb19ed63a1c5d20e,passed
eis:ES10:ES10C6:e054:r000,dc6d527433c6ce1ec5388b1a6a6c66b5601bbf695ba7ecefd80029b98dfa18db,ES10,ES10C6,54,0,"[18,59]","[59,18]",20,18,54f470b08afd092df6cadc7416935e539aa20ff07ef66595ecffb7efbf39ad09,passed,59,8,51,0,passed,passed,aa3342e1e33b3a41b1abdcbc916f81f48066ab65a84988a8ce8c9cfeb79c0629,passed,2.2848916364852049e-07,1062,0,0,f85849443ad0121ce74766437248910999ad76ee5ab4ffa9d0d12e21a37b6466,passed
eis:ES10:ES10C6:e054:r001,dc6d527433c6ce1ec5388b1a6a6c66b5601bbf695ba7ecefd80029b98dfa18db,ES10,ES10C6,54,1,"[18,59]","[59,18]",20,18,54f470b08afd092df6cadc7416935e539aa20ff07ef66595ecffb7efbf39ad09,passed,59,8,51,0,passed,passed,aa3342e1e33b3a41b1abdcbc916f81f48066ab65a84988a8ce8c9cfeb79c0629,passed,1.5172182197623604e-07,1062,0,0,9b96460b3254bc72d9fbd3b0659d6d88930338ea01f6013c1f737356560a8c2b,passed
eis:ES10:ES10C6:e054:r002,dc6d527433c6ce1ec5388b1a6a6c66b5601bbf695ba7ecefd80029b98dfa18db,ES10,ES10C6,54,2,"[18,59]","[59,18]",20,18,54f470b08afd092df6cadc7416935e539aa20ff07ef66595ecffb7efbf39ad09,passed,59,8,51,0,passed,passed,aa3342e1e33b3a41b1abdcbc916f81f48066ab65a84988a8ce8c9cfeb79c0629,passed,1.4937374008916079e-07,1062,0,0,6e90792f73b5aacc288f1fe2b3b9a287997b853fc0424fc94240206f21455efc,passed
eis:ES10:ES10C6:e054:r003,dc6d527433c6ce1ec5388b1a6a6c66b5601bbf695ba7ecefd80029b98dfa18db,ES10,ES10C6,54,3,"[18,59]","[59,18]",20,18,54f470b08afd092df6cadc7416935e539aa20ff07ef66595ecffb7efbf39ad09,passed,59,8,51,0,passed,passed,aa3342e1e33b3a41b1abdcbc916f81f48066ab65a84988a8ce8c9cfeb79c0629,passed,1.8611955480992891e-07,1062,0,0,ddabb29c464b74f172486dbb7f767f1d8beabc37ffab7aa6095e84d6941a477e,passed
eis:ES10:ES10C6:e054:r004,dc6d527433c6ce1ec5388b1a6a6c66b5601bbf695ba7ecefd80029b98dfa18db,ES10,ES10C6,54,4,"[18,59]","[59,18]",20,18,54f470b08afd092df6cadc7416935e539aa20ff07ef66595ecffb7efbf39ad09,passed,59,8,51,0,passed,passed,aa3342e1e33b3a41b1abdcbc916f81f48066ab65a84988a8ce8c9cfeb79c0629,passed,1.4869326115360933e-07,1062,0,0,f45fb5ca363218f9e1e21cfaff60c7a3b448654c3951013255b69f24e52f82ac,passed
eis:ES10:ES10C6:e055:r000,dc6d527433c6ce1ec5388b1a6a6c66b5601bbf695ba7ecefd80029b98dfa18db,ES10,ES10C6,55,0,"[18,59]","[59,18]",20,18,54f470b08afd092df6cadc7416935e539aa20ff07ef66595ecffb7efbf39ad09,passed,59,8,51,0,passed,passed,aa3342e1e33b3a41b1abdcbc916f81f48066ab65a84988a8ce8c9cfeb79c0629,passed,1.6594376006516664e-07,1062,0,0,77f3b6b875fa64452681c85a4195f092a2f698eeabf48f7aef261d4c5a97cf10,passed
eis:ES10:ES10C6:e055:r001,dc6d527433c6ce1ec5388b1a6a6c66b5601bbf695ba7ecefd80029b98dfa18db,ES10,ES10C6,55,1,"[18,59]","[59,18]",20,18,54f470b08afd092df6cadc7416935e539aa20ff07ef66595ecffb7efbf39ad09,passed,59,8,51,0,passed,passed,aa3342e1e33b3a41b1abdcbc916f81f48066ab65a84988a8ce8c9cfeb79c0629,passed,1.768284967379414e-07,1062,0,0,2828f4f5b5eb2a379b5e64cd917aaebf76fe20edbeef0a1f118fe232ab2f7fb8,passed
eis:ES10:ES10C6:e055:r002,dc6d527433c6ce1ec5388b1a6a6c66b5601bbf695ba7ecefd80029b98dfa18db,ES10,ES10C6,55,2,"[18,59]","[59,18]",20,18,54f470b08afd092df6cadc7416935e539aa20ff07ef66595ecffb7efbf39ad09,passed,59,8,51,0,passed,passed,aa3342e1e33b3a41b1abdcbc916f81f48066ab65a84988a8ce8c9cfeb79c0629,passed,1.8834558647856884e-07,1062,0,0,5c1d0bde65d67292d91567e3fee8db5b3f535d6f9a5847a0aa4e1aa365375347,passed
eis:ES10:ES10C6:e055:r003,dc6d527433c6ce1ec5388b1a6a6c66b5601bbf695ba7ecefd80029b98dfa18db,ES10,ES10C6,55,3,"[18,59]","[59,18]",20,18,54f470b08afd092df6cadc7416935e539aa20ff07ef66595ecffb7efbf39ad09,passed,59,8,51,0,passed,passed,aa3342e1e33b3a41b1abdcbc916f81f48066ab65a84988a8ce8c9cfeb79c0629,passed,1.8323697159697608e-07,1062,0,0,622875e526466a42ecd59712511f9f544a3e2150ea5b0380bac4cb61f0c87bd3,passed
eis:ES10:ES10C6:e055:r004,dc6d527433c6ce1ec5388b1a6a6c66b5601bbf695ba7ecefd80029b98dfa18db,ES10,ES10C6,55,4,"[18,59]","[59,18]",20,18,54f470b08afd092df6cadc7416935e539aa20ff07ef66595ecffb7efbf39ad09,passed,59,8,51,0,passed,passed,aa3342e1e33b3a41b1abdcbc916f81f48066ab65a84988a8ce8c9cfeb79c0629,passed,2.6688321536178136e-07,1062,0,0,17d89962017a1cdf598008c5cd4b7f4bafdddb5ad96a3aceb00d5733768a7a1b,passed
eis:ES10:ES10C6:e056:r000,dc6d527433c6ce1ec5388b1a6a6c66b5601bbf695ba7ecefd80029b98dfa18db,ES10,ES10C6,56,0,"[18,59]","[59,18]",20,18,54f470b08afd092df6cadc7416935e539aa20ff07ef66595ecffb7efbf39ad09,passed,59,8,51,0,passed,passed,aa3342e1e33b3a41b1abdcbc916f81f48066ab65a84988a8ce8c9cfeb79c0629,passed,1.8673160222231303e-07,1062,0,0,efb0c0ea8ad42ca698c1ab47d7bfceabbd05d626035cdcb45ac7ceed881c4054,passed
eis:ES10:ES10C6:e056:r001,dc6d527433c6ce1ec5388b1a6a6c66b5601bbf695ba7ecefd80029b98dfa18db,ES10,ES10C6,56,1,"[18,59]","[59,18]",20,18,54f470b08afd092df6cadc7416935e539aa20ff07ef66595ecffb7efbf39ad09,passed,59,8,51,0,passed,passed,aa3342e1e33b3a41b1abdcbc916f81f48066ab65a84988a8ce8c9cfeb79c0629,passed,2.1695822979180615e-07,1062,0,0,f54f31c93be6cef054a7d727c7c5536fe19e364beaf55a73f57862b4ced12ea1,passed
eis:ES10:ES10C6:e056:r002,dc6d527433c6ce1ec5388b1a6a6c66b5601bbf695ba7ecefd80029b98dfa18db,ES10,ES10C6,56,2,"[18,59]","[59,18]",20,18,54f470b08afd092df6cadc7416935e539aa20ff07ef66595ecffb7efbf39ad09,passed,59,8,51,0,passed,passed,aa3342e1e33b3a41b1abdcbc916f81f48066ab65a84988a8ce8c9cfeb79c0629,passed,2.0540132224553577e-07,1062,0,0,ea3d8fe248545e9967f8a7945f145791c5f9440dd2fc46c7ef4ea1b6c08c65e7,passed
eis:ES10:ES10C6:e056:r003,dc6d527433c6ce1ec5388b1a6a6c66b5601bbf695ba7ecefd80029b98dfa18db,ES10,ES10C6,56,3,"[18,59]","[59,18]",20,18,54f470b08afd092df6cadc7416935e539aa20ff07ef66595ecffb7efbf39ad09,passed,59,8,51,0,passed,passed,aa3342e1e33b3a41b1abdcbc916f81f48066ab65a84988a8ce8c9cfeb79c0629,passed,3.290803809700507e-07,1062,0,0,82b81d83e76463b5e5fdcced40731112b7c968b1325168f9db7a63040e8b1606,passed
eis:ES10:ES10C6:e056:r004,dc6d527433c6ce1ec5388b1a6a6c66b5601bbf695ba7ecefd80029b98dfa18db,ES10,ES10C6,56,4,"[18,59]","[59,18]",20,18,54f470b08afd092df6cadc7416935e539aa20ff07ef66595ecffb7efbf39ad09,passed,59,8,51,0,passed,passed,aa3342e1e33b3a41b1abdcbc916f81f48066ab65a84988a8ce8c9cfeb79c0629,passed,1.7204079268431454e-07,1062,0,0,c3d4289cba1787e880703a9bbdf16282003d5bde6050f94e8852447bd99da3cd,passed
eis:ES10:ES10C6:e057:r000,dc6d527433c6ce1ec5388b1a6a6c66b5601bbf695ba7ecefd80029b98dfa18db,ES10,ES10C6,57,0,"[18,59]","[59,18]",20,18,54f470b08afd092df6cadc7416935e539aa20ff07ef66595ecffb7efbf39ad09,passed,59,8,51,0,passed,passed,aa3342e1e33b3a41b1abdcbc916f81f48066ab65a84988a8ce8c9cfeb79c0629,passed,2.4956650162502327e-07,1062,0,0,3670e83d1e9b39c69a14bebf21382d9caac5185314566d03b1eb96da6e5c9e46,passed
eis:ES10:ES10C6:e057:r001,dc6d527433c6ce1ec5388b1a6a6c66b5601bbf695ba7ecefd80029b98dfa18db,ES10,ES10C6,57,1,"[18,59]","[59,18]",20,18,54f470b08afd092df6cadc7416935e539aa20ff07ef66595ecffb7efbf39ad09,passed,59,8,51,0,passed,passed,aa3342e1e33b3a41b1abdcbc916f81f48066ab65a84988a8ce8c9cfeb79c0629,passed,1.6514960626793102e-07,1062,0,0,e87d45d02a44c84876c45f1729fa7ca48747c9571295fe2a300626b2ae0c7194,passed
eis:ES10:ES10C6:e057:r002,dc6d527433c6ce1ec5388b1a6a6c66b5601bbf695ba7ecefd80029b98dfa18db,ES10,ES10C6,57,2,"[18,59]","[59,18]",20,18,54f470b08afd092df6cadc7416935e539aa20ff07ef66595ecffb7efbf39ad09,passed,59,8,51,0,passed,passed,aa3342e1e33b3a41b1abdcbc916f81f48066ab65a84988a8ce8c9cfeb79c0629,passed,1.9810792346311299e-07,1062,0,0,ffac0c51aefb951dab55e77c864111c1cafca367160d979c1dc77158d574026c,passed
eis:ES10:ES10C6:e057:r003,dc6d527433c6ce1ec5388b1a6a6c66b5601bbf695ba7ecefd80029b98dfa18db,ES10,ES10C6,57,3,"[18,59]","[59,18]",20,18,54f470b08afd092df6cadc7416935e539aa20ff07ef66595ecffb7efbf39ad09,passed,59,8,51,0,passed,passed,aa3342e1e33b3a41b1abdcbc916f81f48066ab65a84988a8ce8c9cfeb79c0629,passed,1.8377307259959012e-07,1062,0,0,8a20de1e1906c948f1fa9862bf911d8a0a189a3d85174209d932fdaadd0f827f,passed
eis:ES10:ES10C6:e057:r004,dc6d527433c6ce1ec5388b1a6a6c66b5601bbf695ba7ecefd80029b98dfa18db,ES10,ES10C6,57,4,"[18,59]","[59,18]",20,18,54f470b08afd092df6cadc7416935e539aa20ff07ef66595ecffb7efbf39ad09,passed,59,8,51,0,passed,passed,aa3342e1e33b3a41b1abdcbc916f81f48066ab65a84988a8ce8c9cfeb79c0629,passed,1.7253677040002461e-07,1062,0,0,f03ea160e0b95f010fa882377ed816d8d8db2f0c8ccd0bf963d73d24853f638d,passed
eis:ES10:ES10C6:e058:r000,dc6d527433c6ce1ec5388b1a6a6c66b5601bbf695ba7ecefd80029b98dfa18db,ES10,ES10C6,58,0,"[18,59]","[59,18]",20,18,54f470b08afd092df6cadc7416935e539aa20ff07ef66595ecffb7efbf39ad09,passed,59,8,51,0,passed,passed,aa3342e1e33b3a41b1abdcbc916f81f48066ab65a84988a8ce8c9cfeb79c0629,passed,1.6495538942284244e-07,1062,0,0,9e725ae459e850006048057bac700590bc07f22b9e59f38d1e1897533b3f45f9,passed
eis:ES10:ES10C6:e058:r001,dc6d527433c6ce1ec5388b1a6a6c66b5601bbf695ba7ecefd80029b98dfa18db,ES10,ES10C6,58,1,"[18,59]","[59,18]",20,18,54f470b08afd092df6cadc7416935e539aa20ff07ef66595ecffb7efbf39ad09,passed,59,8,51,0,passed,passed,aa3342e1e33b3a41b1abdcbc916f81f48066ab65a84988a8ce8c9cfeb79c0629,passed,1.6723619260166694e-07,1062,0,0,1518648844d8b5bd8d18696775a1fe24344779719374371f5137ded69713faf4,passed
eis:ES10:ES10C6:e058:r002,dc6d527433c6ce1ec5388b1a6a6c66b5601bbf695ba7ecefd80029b98dfa18db,ES10,ES10C6,58,2,"[18,59]","[59,18]",20,18,54f470b08afd092df6cadc7416935e539aa20ff07ef66595ecffb7efbf39ad09,passed,59,8,51,0,passed,passed,aa3342e1e33b3a41b1abdcbc916f81f48066ab65a84988a8ce8c9cfeb79c0629,passed,1.603337893019554e-07,1062,0,0,03031dd4affe90f0612380087069603038c8f989478cd8dab6dad451ad72a9c8,passed
