item_id,modality,condition,provisional_unit,signal_kind,shape,element_count,finite_count,nan_count,inf_count,rows_any_nan,rows_all_nan,positions_any_nan,positions_all_nan,rowwise_nan_run_count,finite_prefix_nan_suffix_violation_rows,nan_mask_sha256,content_sha256
eis:ES10:ES10C8:e026:r000,eis_matrix,ES10,ES10C8,,"[59,18]",1062,1062,0,0,0,0,0,0,,,a7ac5f62fe799763f054b46bea539d7c254ae67515e44febc45899faff6e8130,7a6bae29646b8326ba1a75efd7fbc78135d20c6527c9ec04cbb8b2e5e7b72e38
eis:ES10:ES10C8:e026:r001,eis_matrix,ES10,ES10C8,,"[59,18]",1062,1062,0,0,0,0,0,0,,,a7ac5f62fe799763f054b46bea539d7c254ae67515e44febc45899faff6e8130,96844728fc2dbabf6c9020545fd0560b5cc7aba511f677a5591252c444e36531
eis:ES10:ES10C8:e026:r002,eis_matrix,ES10,ES10C8,,"[59,18]",1062,1062,0,0,0,0,0,0,,,a7ac5f62fe799763f054b46bea539d7c254ae67515e44febc45899faff6e8130,dcfd8cac6aa358aad800242c8d63e327bd3d01be4f01cb15eb400c666f7c88e4
eis:ES10:ES10C8:e026:r003,eis_matrix,ES10,ES10C8,,"[59,18]",1062,1062,0,0,0,0,0,0,,,a7ac5f62fe799763f054b46bea539d7c254ae67515e44febc45899faff6e8130,1436381415376522e080abfaec782d3865f9843604ae3df0675a6e575df57cf7
eis:ES10:ES10C8:e026:r004,eis_matrix,ES10,ES10C8,,"[59,18]",1062,1062,0,0,0,0,0,0,,,a7ac5f62fe799763f054b46bea539d7c254ae67515e44febc45899faff6e8130,2c5cc3a1c65f5621b659f02ad2a7d6df60512f12b2e6de7f29f0ea30825a7641
eis:ES10:ES10C8:e026:r005,eis_matrix,ES10,ES10C8,,"[59,18]",1062,1062,0,0,0,0,0,0,,,a7ac5f62fe799763f054b46bea539d7c254ae67515e44febc45899faff6e8130,ae4fe48b3109c333473c9294c39517d50d98a7f68768df1a547f88c0f6166a21
eis:ES10:ES10C8:e027:r000,eis_matrix,ES10,ES10C8,,"[59,18]",1062,1062,0,0,0,0,0,0,,,a7ac5f62fe799763f054b46bea539d7c254ae67515e44febc45899faff6e8130,5d937b4064e8576e461bbf939bab48f38f9d2072cace57c0a64a327cc56871c6
eis:ES10:ES10C8:e027:r001,eis_matrix,ES10,ES10C8,,"[59,18]",1062,1062,0,0,0,0,0,0,,,a7ac5f62fe799763f054b46bea539d7c254ae67515e44febc45899faff6e8130,6cbd403f705e5ad06fd33d2ae84c6dee30eeb4c64a0ad751f05d5930f64c21c3
eis:ES10:ES10C8:e027:r002,eis_matrix,ES10,ES10C8,,"[59,18]",1062,1062,0,0,0,0,0,0,,,a7ac5f62fe799763f054b46bea539d7c254ae67515e44febc45899faff6e8130,09d1e254c645ec5be4242bd6f7e4937b1097538ee2ce2ac9f5de04a3b8ac7444
eis:ES10:ES10C8:e027:r003,eis_matrix,ES10,ES10C8,,"[59,18]",1062,1062,0,0,0,0,0,0,,,a7ac5f62fe799763f054b46bea539d7c254ae67515e44febc45899faff6e8130,ca913ba66743922c0f518fec12d42fbc06473ebb26f75738bd46a4648ba9bfd8
eis:ES10:ES10C8:e027:r004,eis_matrix,ES10,ES10C8,,"[59,18]",1062,1062,0,0,0,0,0,0,,,a7ac5f62fe799763f054b46bea539d7c254ae67515e44febc45899faff6e8130,61cc85fc3dcbd5d01a9f6877d557d93a8a64d5595226f1e1872348763561b670
eis:ES10:ES10C8:e028:r000,eis_matrix,ES10,ES10C8,,"[59,18]",1062,1062,0,0,0,0,0,0,,,a7ac5f62fe799763f054b46bea539d7c254ae67515e44febc45899faff6e8130,79f5f9f29963c3d22079b60972925da7281dee0166a97c9c5fb32aa3727ff36c
eis:ES10:ES10C8:e028:r001,eis_matrix,ES10,ES10C8,,"[59,18]",1062,1062,0,0,0,0,0,0,,,a7ac5f62fe799763f054b46bea539d7c254ae67515e44febc45899faff6e8130,03027c55c8944c1e605211c41f21b9869155ca1c04fd51fef2e2b6be43a55df9
eis:ES10:ES10C8:e028:r002,eis_matrix,ES10,ES10C8,,"[59,18]",1062,1062,0,0,0,0,0,0,,,a7ac5f62fe799763f054b46bea539d7c254ae67515e44febc45899faff6e8130,c41d0bf0458e35cee3f82098ffc07a419b9cb26d0e2d2b655b52609dc42957e7
eis:ES10:ES10C8:e028:r003,eis_matrix,ES10,ES10C8,,"[59,18]",1062,1062,0,0,0,0,0,0,,,a7ac5f62fe799763f054b46bea539d7c254ae67515e44febc45899faff6e8130,fee915ca0a67ee193faf6ce3c8d96dba801198d888cac75b5ec009686dcdc100
eis:ES10:ES10C8:e028:r004,eis_matrix,ES10,ES10C8,,"[59,18]",1062,1062,0,0,0,0,0,0,,,a7ac5f62fe799763f054b46bea539d7c254ae67515e44febc45899faff6e8130,dee671d0a4ad50a6d57c8d7f4a5d80346521d6e0da12cee61eb1349e923b6f6e
eis:ES10:ES10C8:e029:r000,eis_matrix,ES10,ES10C8,,"[59,18]",1062,1062,0,0,0,0,0,0,,,a7ac5f62fe799763f054b46bea539d7c254ae67515e44febc45899faff6e8130,5ac9bb51e018fe751c4e14b9298522248621238ae3796d1b71567f29f2493554
eis:ES10:ES10C8:e029:r001,eis_matrix,ES10,ES10C8,,"[59,18]",1062,1062,0,0,0,0,0,0,,,a7ac5f62fe799763f054b46bea539d7c254ae67515e44febc45899faff6e8130,d6740f85cf115ec76fe490d861603be512200f47f88f32633330eface6ddfb9d
eis:ES10:ES10C8:e029:r002,eis_matrix,ES10,ES10C8,,"[59,18]",1062,1062,0,0,0,0,0,0,,,a7ac5f62fe799763f054b46bea539d7c254ae67515e44febc45899faff6e8130,3509c3ca51d9f032dfca73c87861b85d1be3b4f27ed6a5ad2f99c8e599c6783d
eis:ES10:ES10C8:e029:r003,eis_matrix,ES10,ES10C8,,"[59,18]",1062,1062,0,0,0,0,0,0,,,a7ac5f62fe799763f054b46bea539d7c254ae67515e44febc45899faff6e8130,8b5682e5cd7a339d190440fb0f95df87016f13598c3cc791db72bc726055a4bc
eis:ES10:ES10C8:e029:r004,eis_matrix,ES10,ES10C8,,"[59,18]",1062,1062,0,0,0,0,0,0,,,a7ac5f62fe799763f054b46bea539d7c254ae67515e44febc45899faff6e8130,a557fa3399630904d49ddcbd7492a8967ee8565d5df46b5c6a42e0a1e20948d4
eis:ES10:ES10C8:e030:r000,eis_matrix,ES10,ES10C8,,"[59,18]",1062,1062,0,0,0,0,0,0,,,a7ac5f62fe799763f054b46bea539d7c254ae67515e44febc45899faff6e8130,bb43fb493be22e2448bc5998c8dd4edd8b604a7ab76e40ac99cd405ff0767b1c
eis:ES10:ES10C8:e030:r001,eis_matrix,ES10,ES10C8,,"[59,18]",1062,1062,0,0,0,0,0,0,,,a7ac5f62fe799763f054b46bea539d7c254ae67515e44febc45899faff6e8130,09740bcdb81714cb66217e3252423ff6c10bafd9f016fbc4e6dddb343a17dd50
eis:ES10:ES10C8:e030:r002,eis_matrix,ES10,ES10C8,,"[59,18]",1062,1062,0,0,0,0,0,0,,,a7ac5f62fe799763f054b46bea539d7c254ae67515e44febc45899faff6e8130,360a269954102e648ab462ae365fdcc6eb27cd6d78d13b1a730bab9a2e7c9b78
eis:ES10:ES10C8:e030:r003,eis_matrix,ES10,ES10C8,,"[59,18]",1062,1062,0,0,0,0,0,0,,,a7ac5f62fe799763f054b46bea539d7c254ae67515e44febc45899faff6e8130,4ea15a1fe3246c4d71eac24d646c26421c44ee38768ca2632674bb170dd5537a
eis:ES10:ES10C8:e030:r004,eis_matrix,ES10,ES10C8,,"[59,18]",1062,1062,0,0,0,0,0,0,,,a7ac5f62fe799763f054b46bea539d7c254ae67515e44febc45899faff6e8130,d04d0e6830dc6e9d06c88304d4bac139f809ffea4ae5d56acf4743e640ce9187
eis:ES10:ES10C8:e031:r000,eis_matrix,ES10,ES10C8,,"[59,18]",1062,1062,0,0,0,0,0,0,,,a7ac5f62fe799763f054b46bea539d7c254ae67515e44febc45899faff6e8130,5630206c833e3758fde7660a896c0be68cc66639d5f8c85691102c03bcbe23a9
eis:ES10:ES10C8:e031:r001,eis_matrix,ES10,ES10C8,,"[59,18]",1062,1062,0,0,0,0,0,0,,,a7ac5f62fe799763f054b46bea539d7c254ae67515e44febc45899faff6e8130,b279e1846853bc895d48ed073a5fae7b904ca48e9206f754857c30f43b737538
eis:ES10:ES10C8:e031:r002,eis_matrix,ES10,ES10C8,,"[59,18]",1062,1062,0,0,0,0,0,0,,,a7ac5f62fe799763f054b46bea539d7c254ae67515e44febc45899faff6e8130,aeaa3d4d2f62496ad7e2c404600ba0059a7204563d1d8d131deb10bb1d0ccf39
eis:ES10:ES10C8:e031:r003,eis_matrix,ES10,ES10C8,,"[59,18]",1062,1062,0,0,0,0,0,0,,,a7ac5f62fe799763f054b46bea539d7c254ae67515e44febc45899faff6e8130,7bc2a23a11519161caa5d8c15035afbe8988dff4ec2d059eb061c8a0a251010b
eis:ES10:ES10C8:e031:r004,eis_matrix,ES10,ES10C8,,"[59,18]",1062,1062,0,0,0,0,0,0,,,a7ac5f62fe799763f054b46bea539d7c254ae67515e44febc45899faff6e8130,8ddc4f2d4b5bc119d94bff9d3483742259b24a4a1794a0498f2fa3f067f40f37
eis:ES10:ES10C8:e032:r000,eis_matrix,ES10,ES10C8,,"[59,18]",1062,1062,0,0,0,0,0,0,,,a7ac5f62fe799763f054b46bea539d7c254ae67515e44febc45899faff6e8130,2e6e3b63c61082ca9c97d57f83f107db433adc3797121a609a4becb89a313bb2
eis:ES10:ES10C8:e032:r001,eis_matrix,ES10,ES10C8,,"[59,18]",1062,1062,0,0,0,0,0,0,,,a7ac5f62fe799763f054b46bea539d7c254ae67515e44febc45899faff6e8130,73af52cd639b026d6cc8aeb2bc4b12f5a519ef33cbfa39cee2353f2afb48b815
eis:ES10:ES10C8:e032:r002,eis_matrix,ES10,ES10C8,,"[59,18]",1062,1062,0,0,0,0,0,0,,,a7ac5f62fe799763f054b46bea539d7c254ae67515e44febc45899faff6e8130,f36a991a2298bc60c0367e84e773d134a0a365a5834d95d96e0d65ae4b7eef79
eis:ES10:ES10C8:e032:r003,eis_matrix,ES10,ES10C8,,"[59,18]",1062,1062,0,0,0,0,0,0,,,a7ac5f62fe799763f054b46bea539d7c254ae67515e44febc45899faff6e8130,aa4ac64e9b9c5de6ed6141a0d1b6a2b7f84fe0f5d3b255b7678b47c9bc958427
eis:ES10:ES10C8:e032:r004,eis_matrix,ES10,ES10C8,,"[59,18]",1062,1062,0,0,0,0,0,0,,,a7ac5f62fe799763f054b46bea539d7c254ae67515e44febc45899faff6e8130,3e043f60e8b0c3575a6316dd14ebd2d258ca2770f043b2141548c48b7d86c8fc
eis:ES10:ES10C8:e033:r000,eis_matrix,ES10,ES10C8,,"[59,18]",1062,1062,0,0,0,0,0,0,,,a7ac5f62fe799763f054b46bea539d7c254ae67515e44febc45899faff6e8130,62713ab9763411bc17b40631bbecaa6468616959f2a3e5aaeaf39148fcbd9ad7
eis:ES10:ES10C8:e033:r001,eis_matrix,ES10,ES10C8,,"[59,18]",1062,1062,0,0,0,0,0,0,,,a7ac5f62fe799763f054b46bea539d7c254ae67515e44febc45899faff6e8130,0f3411207931c16a578199cb602735ad64aed9df5ce45b3dbc344a01366574be
eis:ES10:ES10C8:e033:r002,eis_matrix,ES10,ES10C8,,"[59,18]",1062,1062,0,0,0,0,0,0,,,a7ac5f62fe799763f054b46bea539d7c254ae67515e44febc45899faff6e8130,2188ef8d4635300748ae333577046acd9de0105a516015200b06f27e13d051e8
eis:ES10:ES10C8:e033:r003,eis_matrix,ES10,ES10C8,,"[59,18]",1062,1062,0,0,0,0,0,0,,,a7ac5f62fe799763f054b46bea539d7c254ae67515e44febc45899faff6e8130,649394f25a4c6a2a3e7f1da321f8a107f90101c85a644f802e9e1ed618bb15ad
eis:ES10:ES10C8:e033:r004,eis_matrix,ES10,ES10C8,,"[59,18]",1062,1062,0,0,0,0,0,0,,,a7ac5f62fe799763f054b46bea539d7c254ae67515e44febc45899faff6e8130,340806dd782b2bef9b8be7de214611d021f63b88a15c485b8e3373964d611632
eis:ES10:ES10C8:e034:r000,eis_matrix,ES10,ES10C8,,"[59,18]",1062,1062,0,0,0,0,0,0,,,a7ac5f62fe799763f054b46bea539d7c254ae67515e44febc45899faff6e8130,8c05e77c408705d1a766dda943188d702dc92ffb18f471ece6b5470a8d45d101
eis:ES10:ES10C8:e034:r001,eis_matrix,ES10,ES10C8,,"[59,18]",1062,1062,0,0,0,0,0,0,,,a7ac5f62fe799763f054b46bea539d7c254ae67515e44febc45899faff6e8130,1e5e561f7fd3400ac6cc0b3fa0cbbc1e0b3d222fdd9d9743c46c3357d2b92b0d
eis:ES10:ES10C8:e034:r002,eis_matrix,ES10,ES10C8,,"[59,18]",1062,1062,0,0,0,0,0,0,,,a7ac5f62fe799763f054b46bea539d7c254ae67515e44febc45899faff6e8130,c9af526fc94e99f35a4e7de8a7df34d40b34bfec48b7021f1891a31e3d9af59b
eis:ES10:ES10C8:e034:r003,eis_matrix,ES10,ES10C8,,"[59,18]",1062,1062,0,0,0,0,0,0,,,a7ac5f62fe799763f054b46bea539d7c254ae67515e44febc45899faff6e8130,ed4399e2bd9c0b1efa22c9ad41ceb87752a23be65fb8eb5fd6c4afe00c93cd5a
eis:ES10:ES10C8:e034:r004,eis_matrix,ES10,ES10C8,,"[59,18]",1062,1062,0,0,0,0,0,0,,,a7ac5f62fe799763f054b46bea539d7c254ae67515e44febc45899faff6e8130,7c1bcb5f0c9dcf1444f9f948c36a55fccfa82da9b16d6b97d36b12a8c0434403
eis:ES10:ES10C8:e035:r000,eis_matrix,ES10,ES10C8,,"[59,18]",1062,1062,0,0,0,0,0,0,,,a7ac5f62fe799763f054b46bea539d7c254ae67515e44febc45899faff6e8130,bcfbbf02bc8d3e3a5117232b679f8b2d1721f253faab899382a7b6ab469eef9c
eis:ES10:ES10C8:e035:r001,eis_matrix,ES10,ES10C8,,"[59,18]",1062,1062,0,0,0,0,0,0,,,a7ac5f62fe799763f054b46bea539d7c254ae67515e44febc45899faff6e8130,65c3866630a5a3aca23310ea6e1eea195e1324e1c78073ea5be0371b7d28959e
eis:ES10:ES10C8:e035:r002,eis_matrix,ES10,ES10C8,,"[59,18]",1062,1062,0,0,0,0,0,0,,,a7ac5f62fe799763f054b46bea539d7c254ae67515e44febc45899faff6e8130,b87afbccf107d0d6ff495f103a4b6f5897c4e397e4170446bee3cc15cafebb7b
eis:ES10:ES10C8:e035:r003,eis_matrix,ES10,ES10C8,,"[59,18]",1062,1062,0,0,0,0,0,0,,,a7ac5f62fe799763f054b46bea539d7c254ae67515e44febc45899faff6e8130,3b8caed13ea0e9a407a353f8f3b7f1a64d929cbbd59fc59e9635b47bfc56e571
eis:ES10:ES10C8:e035:r004,eis_matrix,ES10,ES10C8,,"[59,18]",1062,1062,0,0,0,0,0,0,,,a7ac5f62fe799763f054b46bea539d7c254ae67515e44febc45899faff6e8130,c0c975c404666a38adc609dbaafbaeba1813c8392be2e2a6379bab43d199fd30
eis:ES10:ES10C8:e036:r000,eis_matrix,ES10,ES10C8,,"[59,18]",1062,1062,0,0,0,0,0,0,,,a7ac5f62fe799763f054b46bea539d7c254ae67515e44febc45899faff6e8130,7f590409a88b240494b3c972215b99d64b594b6bb0a074527930eece2a51ee92
eis:ES10:ES10C8:e036:r001,eis_matrix,ES10,ES10C8,,"[59,18]",1062,1062,0,0,0,0,0,0,,,a7ac5f62fe799763f054b46bea539d7c254ae67515e44febc45899faff6e8130,2bbb908bbd6cdfb0321ffdd5deb61a2bdec83322c802976fbfbcb17abb9fbbdf
eis:ES10:ES10C8:e036:r002,eis_matrix,ES10,ES10C8,,"[59,18]",1062,1062,0,0,0,0,0,0,,,a7ac5f62fe799763f054b46bea539d7c254ae67515e44febc45899faff6e8130,a17c2c299f780f07927ad8429f1079d9abf6752fc157d30d100af1c23a9f3acc
eis:ES10:ES10C8:e036:r003,eis_matrix,ES10,ES10C8,,"[59,18]",1062,1062,0,0,0,0,0,0,,,a7ac5f62fe799763f054b46bea539d7c254ae67515e44febc45899faff6e8130,ebb15c89b7046725c76feb4f2ac8febc6df35c6db74c02d612dbca8f6c42cd85
eis:ES10:ES10C8:e036:r004,eis_matrix,ES10,ES10C8,,"[59,18]",1062,1062,0,0,0,0,0,0,,,a7ac5f62fe799763f054b46bea539d7c254ae67515e44febc45899faff6e8130,8a21fd5ff2a59c9930cd0f5645c4e927bd57171c2e1eebe0e6e4dd5967f8e820
eis:ES10:ES10C8:e037:r000,eis_matrix,ES10,ES10C8,,"[59,18]",1062,1062,0,0,0,0,0,0,,,a7ac5f62fe799763f054b46bea539d7c254ae67515e44febc45899faff6e8130,0b18c9c8e7f9238e1f8793056ffeef131178b0c3e98d985faa2922c2616cd4ee
eis:ES10:ES10C8:e037:r001,eis_matrix,ES10,ES10C8,,"[59,18]",1062,1062,0,0,0,0,0,0,,,a7ac5f62fe799763f054b46bea539d7c254ae67515e44febc45899faff6e8130,425f0989b5401d51eb4b1393a72f263558e98091418ec3e8becbec0966d28938
eis:ES10:ES10C8:e037:r002,eis_matrix,ES10,ES10C8,,"[59,18]",1062,1062,0,0,0,0,0,0,,,a7ac5f62fe799763f054b46bea539d7c254ae67515e44febc45899faff6e8130,377cdd7039a3a45773d6ea2519d3a91e6e3f4743d64a866c95da22831a5ae532
eis:ES10:ES10C8:e037:r003,eis_matrix,ES10,ES10C8,,"[59,18]",1062,1062,0,0,0,0,0,0,,,a7ac5f62fe799763f054b46bea539d7c254ae67515e44febc45899faff6e8130,f8ab4d2ea4555d42bc81af09620157afa49b9d9b800f458fac54fb400cdcb0b4
eis:ES10:ES10C8:e037:r004,eis_matrix,ES10,ES10C8,,"[59,18]",1062,1062,0,0,0,0,0,0,,,a7ac5f62fe799763f054b46bea539d7c254ae67515e44febc45899faff6e8130,c49e82c6795296363e6048e5855a739c5898e57e04a0f63e779138d66e27b0c8
eis:ES10:ES10C8:e038:r000,eis_matrix,ES10,ES10C8,,"[59,18]",1062,1062,0,0,0,0,0,0,,,a7ac5f62fe799763f054b46bea539d7c254ae67515e44febc45899faff6e8130,f734681524f9cd29675702e2d39389697b912c352d5b0be7565162da48c4562b
eis:ES10:ES10C8:e038:r001,eis_matrix,ES10,ES10C8,,"[59,18]",1062,1062,0,0,0,0,0,0,,,a7ac5f62fe799763f054b46bea539d7c254ae67515e44febc45899faff6e8130,ed9b1e48fcec23d99a28b127c517a2a8e981b02f22532e7a87b8529e577de437
eis:ES10:ES10C8:e038:r002,eis_matrix,ES10,ES10C8,,"[59,18]",1062,1062,0,0,0,0,0,0,,,a7ac5f62fe799763f054b46bea539d7c254ae67515e44febc45899faff6e8130,08ef2e76e913b2ad1304c77e27b35dc5cff522247f43d15f45c4cf3662ee8617
eis:ES10:ES10C8:e038:r003,eis_matrix,ES10,ES10C8,,"[59,18]",1062,1062,0,0,0,0,0,0,,,a7ac5f62fe799763f054b46bea539d7c254ae67515e44febc45899faff6e8130,8c1ef945c57c8087ef8a2a2596f2ee430be51d8bf1648919c807dd72b817945f
eis:ES10:ES10C8:e038:r004,eis_matrix,ES10,ES10C8,,"[59,18]",1062,1062,0,0,0,0,0,0,,,a7ac5f62fe799763f054b46bea539d7c254ae67515e44febc45899faff6e8130,be9d83c5cbbf302d232584a0cc188d54453cb8bb50d71224c56e5efe141ad745
eis:ES10:ES10C8:e039:r000,eis_matrix,ES10,ES10C8,,"[59,18]",1062,1062,0,0,0,0,0,0,,,a7ac5f62fe799763f054b46bea539d7c254ae67515e44febc45899faff6e8130,7ec564ba5232f33b8e2935c3ae1c8e1aca2e73e0ed7f0c726f7f81312bf6c452
eis:ES10:ES10C8:e039:r001,eis_matrix,ES10,ES10C8,,"[59,18]",1062,1062,0,0,0,0,0,0,,,a7ac5f62fe799763f054b46bea539d7c254ae67515e44febc45899faff6e8130,401851671926c98bbf8171226c32e37c25b4230945f312d2e456cd341870cbd0
eis:ES10:ES10C8:e039:r002,eis_matrix,ES10,ES10C8,,"[59,18]",1062,1062,0,0,0,0,0,0,,,a7ac5f62fe799763f054b46bea539d7c254ae67515e44febc45899faff6e8130,de1f638786cd496c4890e311298471a8b77db5b82b320396772f69d7f9446067
eis:ES10:ES10C8:e039:r003,eis_matrix,ES10,ES10C8,,"[59,18]",1062,1062,0,0,0,0,0,0,,,a7ac5f62fe799763f054b46bea539d7c254ae67515e44febc45899faff6e8130,33ed8eb19a6005b5e8e02047c76475a3427e4aca96d03183366af1b092b6817d
eis:ES10:ES10C8:e039:r004,eis_matrix,ES10,ES10C8,,"[59,18]",1062,1062,0,0,0,0,0,0,,,a7ac5f62fe799763f054b46bea539d7c254ae67515e44febc45899faff6e8130,ff117c574f1d59d69a96ed1e73d2710e97deebbbf921dd4f634161f7759306b8
eis:ES10:ES10C8:e040:r000,eis_matrix,ES10,ES10C8,,"[59,18]",1062,1062,0,0,0,0,0,0,,,a7ac5f62fe799763f054b46bea539d7c254ae67515e44febc45899faff6e8130,052053fc643b8270e0c3fa2144600548d3ef1888a8b913c218fbc3f9d4b7279f
eis:ES10:ES10C8:e040:r001,eis_matrix,ES10,ES10C8,,"[59,18]",1062,1062,0,0,0,0,0,0,,,a7ac5f62fe799763f054b46bea539d7c254ae67515e44febc45899faff6e8130,a20adae1644354daa0c9a1111b61e0b6dbf6742d367cb1f1be003c5be8dc5c02
eis:ES10:ES10C8:e040:r002,eis_matrix,ES10,ES10C8,,"[59,18]",1062,1062,0,0,0,0,0,0,,,a7ac5f62fe799763f054b46bea539d7c254ae67515e44febc45899faff6e8130,8e5c643b9e7ed9cc431fc20cf8eb04a9bdd184ac09cff3ec2edd2f49263e87ae
eis:ES10:ES10C8:e040:r003,eis_matrix,ES10,ES10C8,,"[59,18]",1062,1062,0,0,0,0,0,0,,,a7ac5f62fe799763f054b46bea539d7c254ae67515e44febc45899faff6e8130,1ee1dc312a9a48333c70abddbd06b93ab57d24337c69c88bf99491deefdca126
eis:ES10:ES10C8:e040:r004,eis_matrix,ES10,ES10C8,,"[59,18]",1062,1062,0,0,0,0,0,0,,,a7ac5f62fe799763f054b46bea539d7c254ae67515e44febc45899faff6e8130,f191b4b68fdee38ab74e02f49124f6096798ec0c75e540859febbdde0a3436d6
eis:ES10:ES10C8:e041:r000,eis_matrix,ES10,ES10C8,,"[59,18]",1062,1062,0,0,0,0,0,0,,,a7ac5f62fe799763f054b46bea539d7c254ae67515e44febc45899faff6e8130,98237cf07f45ad1459bde0d43582f86cbed60e6c97487b3bef1631f0d3b8c722
eis:ES10:ES10C8:e041:r001,eis_matrix,ES10,ES10C8,,"[59,18]",1062,1062,0,0,0,0,0,0,,,a7ac5f62fe799763f054b46bea539d7c254ae67515e44febc45899faff6e8130,602410469c132bfb590506d32b63bea8e4e46d3947c4089752edf081113711b0
eis:ES10:ES10C8:e041:r002,eis_matrix,ES10,ES10C8,,"[59,18]",1062,1062,0,0,0,0,0,0,,,a7ac5f62fe799763f054b46bea539d7c254ae67515e44febc45899faff6e8130,3a654b533b25423036640a7a5591a2dc145e7be95b30fda7399f2e01cf155dcb
eis:ES10:ES10C8:e041:r003,eis_matrix,ES10,ES10C8,,"[59,18]",1062,1062,0,0,0,0,0,0,,,a7ac5f62fe799763f054b46bea539d7c254ae67515e44febc45899faff6e8130,e024e4c63b523f3176b369d1434ee690f2a940b53a3a79c8b0318b7be056b31e
eis:ES10:ES10C8:e041:r004,eis_matrix,ES10,ES10C8,,"[59,18]",1062,1062,0,0,0,0,0,0,,,a7ac5f62fe799763f054b46bea539d7c254ae67515e44febc45899faff6e8130,fb4531e96a81dac569a83489980911db9ae03ee3d33cd63b8bc78e3ec0794e41
eis:ES10:ES10C8:e042:r000,eis_matrix,ES10,ES10C8,,"[59,18]",1062,1062,0,0,0,0,0,0,,,a7ac5f62fe799763f054b46bea539d7c254ae67515e44febc45899faff6e8130,755add52e8cfc2ef1bf8320105fcbab8c94d852ba91226d339f5c1b268ed3daa
eis:ES10:ES10C8:e042:r001,eis_matrix,ES10,ES10C8,,"[59,18]",1062,1062,0,0,0,0,0,0,,,a7ac5f62fe799763f054b46bea539d7c254ae67515e44febc45899faff6e8130,45955112c45e6551254623677019bf33d110597c8e5d118579a121ce42964b4a
eis:ES10:ES10C8:e042:r002,eis_matrix,ES10,ES10C8,,"[59,18]",1062,1062,0,0,0,0,0,0,,,a7ac5f62fe799763f054b46bea539d7c254ae67515e44febc45899faff6e8130,9a79daf2905b6c358d959fa29490d835fa4b4cf1efe899a953e2a8c8ec008cb1
eis:ES10:ES10C8:e042:r003,eis_matrix,ES10,ES10C8,,"[59,18]",1062,1062,0,0,0,0,0,0,,,a7ac5f62fe799763f054b46bea539d7c254ae67515e44febc45899faff6e8130,d6142fb975f7c7f2f8ab922cd09a081eb6f5db135d015c5aa1791a26a9c04816
eis:ES10:ES10C8:e042:r004,eis_matrix,ES10,ES10C8,,"[59,18]",1062,1062,0,0,0,0,0,0,,,a7ac5f62fe799763f054b46bea539d7c254ae67515e44febc45899faff6e8130,ed728b1d65ac38e7a10e38e4105ff54b365bb137137b9ec2caa431fb609e9aad
eis:ES10:ES10C8:e043:r000,eis_matrix,ES10,ES10C8,,"[59,18]",1062,1062,0,0,0,0,0,0,,,a7ac5f62fe799763f054b46bea539d7c254ae67515e44febc45899faff6e8130,723204757631ad238397b80da717c7f24f6a8e014a6116320ae93bbc000f198f
eis:ES10:ES10C8:e043:r001,eis_matrix,ES10,ES10C8,,"[59,18]",1062,1062,0,0,0,0,0,0,,,a7ac5f62fe799763f054b46bea539d7c254ae67515e44febc45899faff6e8130,c7f99f0033b39ac3135d561a34e3d582228a741f5a584de520e8270aceaa36ab
eis:ES10:ES10C8:e043:r002,eis_matrix,ES10,ES10C8,,"[59,18]",1062,1062,0,0,0,0,0,0,,,a7ac5f62fe799763f054b46bea539d7c254ae67515e44febc45899faff6e8130,5b3c2e1d97b35a05bf9b52cd20fb103fe8b43079e4fcda95df8a7b6eea2c8e6c
eis:ES10:ES10C8:e043:r003,eis_matrix,ES10,ES10C8,,"[59,18]",1062,1062,0,0,0,0,0,0,,,a7ac5f62fe799763f054b46bea539d7c254ae67515e44febc45899faff6e8130,e8911977a87092a97b2e28aef2edc4f5c4e616288e6023cddc7dca0aa732e63e
eis:ES10:ES10C8:e043:r004,eis_matrix,ES10,ES10C8,,"[59,18]",1062,1062,0,0,0,0,0,0,,,a7ac5f62fe799763f054b46bea539d7c254ae67515e44febc45899faff6e8130,7b875d7ea308aad5f51c50c7df0ce81f183f7fdf85fe22bf5b70ff78ecc9db7d
eis:ES10:ES10C8:e044:r000,eis_matrix,ES10,ES10C8,,"[59,18]",1062,1062,0,0,0,0,0,0,,,a7ac5f62fe799763f054b46bea539d7c254ae67515e44febc45899faff6e8130,f029bc2b7b8b5430900e60cecf71ac3cc1eaee03214ea1b6b636a6bbb095ac7c
eis:ES10:ES10C8:e044:r001,eis_matrix,ES10,ES10C8,,"[59,18]",1062,1062,0,0,0,0,0,0,,,a7ac5f62fe799763f054b46bea539d7c254ae67515e44febc45899faff6e8130,16470e31f1c901ddfc4304f65d5eb8bb0197e84153309648b6489363e147b74d
eis:ES10:ES10C8:e044:r002,eis_matrix,ES10,ES10C8,,"[59,18]",1062,1062,0,0,0,0,0,0,,,a7ac5f62fe799763f054b46bea539d7c254ae67515e44febc45899faff6e8130,d8e703e1cc317c9d2279e96ba7b7336d460b88d6b59ef95d949573df8cf4ef7b
