provisional_key,batch_path_component,filename_stem,listed_segment_count,listed_member_paths,physical_device_id,batch_identity,protocol_group,row_identity_evidence,status
batch3/30,batch3,30,3,batch3/30.xls;batch3/30__1.xls;batch3/30__2.xls,UNPROVEN_DO_NOT_INFER_FROM_FILENAME,UNPROVEN_DO_NOT_INFER_FROM_DIRECTORY,UNPROVEN_DO_NOT_INFER_FROM_FILE_COUNT,UNAVAILABLE_ARCHIVE_NOT_EXTRACTED,BLOCKED_ARCHIVE_TEST_AND_IDENTITY
batch3/4,batch3,4,3,batch3/4.xls;batch3/4__1.xls;batch3/4__2.xls,UNPROVEN_DO_NOT_INFER_FROM_FILENAME,UNPROVEN_DO_NOT_INFER_FROM_DIRECTORY,UNPROVEN_DO_NOT_INFER_FROM_FILE_COUNT,UNAVAILABLE_ARCHIVE_NOT_EXTRACTED,BLOCKED_ARCHIVE_TEST_AND_IDENTITY
batch3/5,batch3,5,3,batch3/5.xls;batch3/5__1.xls;batch3/5__2.xls,UNPROVEN_DO_NOT_INFER_FROM_FILENAME,UNPROVEN_DO_NOT_INFER_FROM_DIRECTORY,UNPROVEN_DO_NOT_INFER_FROM_FILE_COUNT,UNAVAILABLE_ARCHIVE_NOT_EXTRACTED,BLOCKED_ARCHIVE_TEST_AND_IDENTITY
batch3/6,batch3,6,3,batch3/6.xls;batch3/6__1.xls;batch3/6__2.xls,UNPROVEN_DO_NOT_INFER_FROM_FILENAME,UNPROVEN_DO_NOT_INFER_FROM_DIRECTORY,UNPROVEN_DO_NOT_INFER_FROM_FILE_COUNT,UNAVAILABLE_ARCHIVE_NOT_EXTRACTED,BLOCKED_ARCHIVE_TEST_AND_IDENTITY
batch3/7,batch3,7,3,batch3/7.xls;batch3/7__1.xls;batch3/7__2.xls,UNPROVEN_DO_NOT_INFER_FROM_FILENAME,UNPROVEN_DO_NOT_INFER_FROM_DIRECTORY,UNPROVEN_DO_NOT_INFER_FROM_FILE_COUNT,UNAVAILABLE_ARCHIVE_NOT_EXTRACTED,BLOCKED_ARCHIVE_TEST_AND_IDENTITY
batch3/8,batch3,8,3,batch3/8.xls;batch3/8__1.xls;batch3/8__2.xls,UNPROVEN_DO_NOT_INFER_FROM_FILENAME,UNPROVEN_DO_NOT_INFER_FROM_DIRECTORY,UNPROVEN_DO_NOT_INFER_FROM_FILE_COUNT,UNAVAILABLE_ARCHIVE_NOT_EXTRACTED,BLOCKED_ARCHIVE_TEST_AND_IDENTITY
batch3/9,batch3,9,3,batch3/9.xls;batch3/9__1.xls;batch3/9__2.xls,UNPROVEN_DO_NOT_INFER_FROM_FILENAME,UNPROVEN_DO_NOT_INFER_FROM_DIRECTORY,UNPROVEN_DO_NOT_INFER_FROM_FILE_COUNT,UNAVAILABLE_ARCHIVE_NOT_EXTRACTED,BLOCKED_ARCHIVE_TEST_AND_IDENTITY
batch4/1,batch4,1,3,batch4/1.xls;batch4/1__1.xls;batch4/1__2.xls,UNPROVEN_DO_NOT_INFER_FROM_FILENAME,UNPROVEN_DO_NOT_INFER_FROM_DIRECTORY,UNPROVEN_DO_NOT_INFER_FROM_FILE_COUNT,UNAVAILABLE_ARCHIVE_NOT_EXTRACTED,BLOCKED_ARCHIVE_TEST_AND_IDENTITY
batch4/10,batch4,10,3,batch4/10.xls;batch4/10__1.xls;batch4/10__2.xls,UNPROVEN_DO_NOT_INFER_FROM_FILENAME,UNPROVEN_DO_NOT_INFER_FROM_DIRECTORY,UNPROVEN_DO_NOT_INFER_FROM_FILE_COUNT,UNAVAILABLE_ARCHIVE_NOT_EXTRACTED,BLOCKED_ARCHIVE_TEST_AND_IDENTITY
batch4/11,batch4,11,3,batch4/11.xls;batch4/11__1.xls;batch4/11__2.xls,UNPROVEN_DO_NOT_INFER_FROM_FILENAME,UNPROVEN_DO_NOT_INFER_FROM_DIRECTORY,UNPROVEN_DO_NOT_INFER_FROM_FILE_COUNT,UNAVAILABLE_ARCHIVE_NOT_EXTRACTED,BLOCKED_ARCHIVE_TEST_AND_IDENTITY
batch4/12,batch4,12,3,batch4/12.xls;batch4/12__1.xls;batch4/12__2.xls,UNPROVEN_DO_NOT_INFER_FROM_FILENAME,UNPROVEN_DO_NOT_INFER_FROM_DIRECTORY,UNPROVEN_DO_NOT_INFER_FROM_FILE_COUNT,UNAVAILABLE_ARCHIVE_NOT_EXTRACTED,BLOCKED_ARCHIVE_TEST_AND_IDENTITY
batch4/13,batch4,13,3,batch4/13.xls;batch4/13__1.xls;batch4/13__2.xls,UNPROVEN_DO_NOT_INFER_FROM_FILENAME,UNPROVEN_DO_NOT_INFER_FROM_DIRECTORY,UNPROVEN_DO_NOT_INFER_FROM_FILE_COUNT,UNAVAILABLE_ARCHIVE_NOT_EXTRACTED,BLOCKED_ARCHIVE_TEST_AND_IDENTITY
batch4/14,batch4,14,3,batch4/14.xls;batch4/14__1.xls;batch4/14__2.xls,UNPROVEN_DO_NOT_INFER_FROM_FILENAME,UNPROVEN_DO_NOT_INFER_FROM_DIRECTORY,UNPROVEN_DO_NOT_INFER_FROM_FILE_COUNT,UNAVAILABLE_ARCHIVE_NOT_EXTRACTED,BLOCKED_ARCHIVE_TEST_AND_IDENTITY
batch4/15,batch4,15,3,batch4/15.xls;batch4/15__1.xls;batch4/15__2.xls,UNPROVEN_DO_NOT_INFER_FROM_FILENAME,UNPROVEN_DO_NOT_INFER_FROM_DIRECTORY,UNPROVEN_DO_NOT_INFER_FROM_FILE_COUNT,UNAVAILABLE_ARCHIVE_NOT_EXTRACTED,BLOCKED_ARCHIVE_TEST_AND_IDENTITY
batch4/16,batch4,16,3,batch4/16.xls;batch4/16__1.xls;batch4/16__2.xls,UNPROVEN_DO_NOT_INFER_FROM_FILENAME,UNPROVEN_DO_NOT_INFER_FROM_DIRECTORY,UNPROVEN_DO_NOT_INFER_FROM_FILE_COUNT,UNAVAILABLE_ARCHIVE_NOT_EXTRACTED,BLOCKED_ARCHIVE_TEST_AND_IDENTITY
batch4/17,batch4,17,3,batch4/17.xls;batch4/17__1.xls;batch4/17__2.xls,UNPROVEN_DO_NOT_INFER_FROM_FILENAME,UNPROVEN_DO_NOT_INFER_FROM_DIRECTORY,UNPROVEN_DO_NOT_INFER_FROM_FILE_COUNT,UNAVAILABLE_ARCHIVE_NOT_EXTRACTED,BLOCKED_ARCHIVE_TEST_AND_IDENTITY
batch4/18,batch4,18,3,batch4/18.xls;batch4/18__1.xls;batch4/18__2.xls,UNPROVEN_DO_NOT_INFER_FROM_FILENAME,UNPROVEN_DO_NOT_INFER_FROM_DIRECTORY,UNPROVEN_DO_NOT_INFER_FROM_FILE_COUNT,UNAVAILABLE_ARCHIVE_NOT_EXTRACTED,BLOCKED_ARCHIVE_TEST_AND_IDENTITY
batch4/19,batch4,19,3,batch4/19.xls;batch4/19__1.xls;batch4/19__2.xls,UNPROVEN_DO_NOT_INFER_FROM_FILENAME,UNPROVEN_DO_NOT_INFER_FROM_DIRECTORY,UNPROVEN_DO_NOT_INFER_FROM_FILE_COUNT,UNAVAILABLE_ARCHIVE_NOT_EXTRACTED,BLOCKED_ARCHIVE_TEST_AND_IDENTITY
batch4/2,batch4,2,3,batch4/2.xls;batch4/2__1.xls;batch4/2__2.xls,UNPROVEN_DO_NOT_INFER_FROM_FILENAME,UNPROVEN_DO_NOT_INFER_FROM_DIRECTORY,UNPROVEN_DO_NOT_INFER_FROM_FILE_COUNT,UNAVAILABLE_ARCHIVE_NOT_EXTRACTED,BLOCKED_ARCHIVE_TEST_AND_IDENTITY
batch4/20,batch4,20,3,batch4/20.xls;batch4/20__1.xls;batch4/20__2.xls,UNPROVEN_DO_NOT_INFER_FROM_FILENAME,UNPROVEN_DO_NOT_INFER_FROM_DIRECTORY,UNPROVEN_DO_NOT_INFER_FROM_FILE_COUNT,UNAVAILABLE_ARCHIVE_NOT_EXTRACTED,BLOCKED_ARCHIVE_TEST_AND_IDENTITY
batch4/21,batch4,21,3,batch4/21.xls;batch4/21__1.xls;batch4/21__2.xls,UNPROVEN_DO_NOT_INFER_FROM_FILENAME,UNPROVEN_DO_NOT_INFER_FROM_DIRECTORY,UNPROVEN_DO_NOT_INFER_FROM_FILE_COUNT,UNAVAILABLE_ARCHIVE_NOT_EXTRACTED,BLOCKED_ARCHIVE_TEST_AND_IDENTITY
batch4/22,batch4,22,3,batch4/22.xls;batch4/22__1.xls;batch4/22__2.xls,UNPROVEN_DO_NOT_INFER_FROM_FILENAME,UNPROVEN_DO_NOT_INFER_FROM_DIRECTORY,UNPROVEN_DO_NOT_INFER_FROM_FILE_COUNT,UNAVAILABLE_ARCHIVE_NOT_EXTRACTED,BLOCKED_ARCHIVE_TEST_AND_IDENTITY
batch4/23,batch4,23,3,batch4/23.xls;batch4/23__1.xls;batch4/23__2.xls,UNPROVEN_DO_NOT_INFER_FROM_FILENAME,UNPROVEN_DO_NOT_INFER_FROM_DIRECTORY,UNPROVEN_DO_NOT_INFER_FROM_FILE_COUNT,UNAVAILABLE_ARCHIVE_NOT_EXTRACTED,BLOCKED_ARCHIVE_TEST_AND_IDENTITY
batch4/24,batch4,24,3,batch4/24.xls;batch4/24__1.xls;batch4/24__2.xls,UNPROVEN_DO_NOT_INFER_FROM_FILENAME,UNPROVEN_DO_NOT_INFER_FROM_DIRECTORY,UNPROVEN_DO_NOT_INFER_FROM_FILE_COUNT,UNAVAILABLE_ARCHIVE_NOT_EXTRACTED,BLOCKED_ARCHIVE_TEST_AND_IDENTITY
batch4/25,batch4,25,3,batch4/25.xls;batch4/25__1.xls;batch4/25__2.xls,UNPROVEN_DO_NOT_INFER_FROM_FILENAME,UNPROVEN_DO_NOT_INFER_FROM_DIRECTORY,UNPROVEN_DO_NOT_INFER_FROM_FILE_COUNT,UNAVAILABLE_ARCHIVE_NOT_EXTRACTED,BLOCKED_ARCHIVE_TEST_AND_IDENTITY
batch4/26,batch4,26,3,batch4/26.xls;batch4/26__1.xls;batch4/26__2.xls,UNPROVEN_DO_NOT_INFER_FROM_FILENAME,UNPROVEN_DO_NOT_INFER_FROM_DIRECTORY,UNPROVEN_DO_NOT_INFER_FROM_FILE_COUNT,UNAVAILABLE_ARCHIVE_NOT_EXTRACTED,BLOCKED_ARCHIVE_TEST_AND_IDENTITY
batch4/27,batch4,27,3,batch4/27.xls;batch4/27__1.xls;batch4/27__2.xls,UNPROVEN_DO_NOT_INFER_FROM_FILENAME,UNPROVEN_DO_NOT_INFER_FROM_DIRECTORY,UNPROVEN_DO_NOT_INFER_FROM_FILE_COUNT,UNAVAILABLE_ARCHIVE_NOT_EXTRACTED,BLOCKED_ARCHIVE_TEST_AND_IDENTITY
batch4/28,batch4,28,3,batch4/28.xls;batch4/28__1.xls;batch4/28__2.xls,UNPROVEN_DO_NOT_INFER_FROM_FILENAME,UNPROVEN_DO_NOT_INFER_FROM_DIRECTORY,UNPROVEN_DO_NOT_INFER_FROM_FILE_COUNT,UNAVAILABLE_ARCHIVE_NOT_EXTRACTED,BLOCKED_ARCHIVE_TEST_AND_IDENTITY
batch4/29,batch4,29,3,batch4/29.xls;batch4/29__1.xls;batch4/29__2.xls,UNPROVEN_DO_NOT_INFER_FROM_FILENAME,UNPROVEN_DO_NOT_INFER_FROM_DIRECTORY,UNPROVEN_DO_NOT_INFER_FROM_FILE_COUNT,UNAVAILABLE_ARCHIVE_NOT_EXTRACTED,BLOCKED_ARCHIVE_TEST_AND_IDENTITY
batch4/3,batch4,3,3,batch4/3.xls;batch4/3__1.xls;batch4/3__2.xls,UNPROVEN_DO_NOT_INFER_FROM_FILENAME,UNPROVEN_DO_NOT_INFER_FROM_DIRECTORY,UNPROVEN_DO_NOT_INFER_FROM_FILE_COUNT,UNAVAILABLE_ARCHIVE_NOT_EXTRACTED,BLOCKED_ARCHIVE_TEST_AND_IDENTITY
batch4/30,batch4,30,3,batch4/30.xls;batch4/30__1.xls;batch4/30__2.xls,UNPROVEN_DO_NOT_INFER_FROM_FILENAME,UNPROVEN_DO_NOT_INFER_FROM_DIRECTORY,UNPROVEN_DO_NOT_INFER_FROM_FILE_COUNT,UNAVAILABLE_ARCHIVE_NOT_EXTRACTED,BLOCKED_ARCHIVE_TEST_AND_IDENTITY
batch4/4,batch4,4,3,batch4/4.xls;batch4/4__1.xls;batch4/4__2.xls,UNPROVEN_DO_NOT_INFER_FROM_FILENAME,UNPROVEN_DO_NOT_INFER_FROM_DIRECTORY,UNPROVEN_DO_NOT_INFER_FROM_FILE_COUNT,UNAVAILABLE_ARCHIVE_NOT_EXTRACTED,BLOCKED_ARCHIVE_TEST_AND_IDENTITY
batch4/5,batch4,5,3,batch4/5.xls;batch4/5__1.xls;batch4/5__2.xls,UNPROVEN_DO_NOT_INFER_FROM_FILENAME,UNPROVEN_DO_NOT_INFER_FROM_DIRECTORY,UNPROVEN_DO_NOT_INFER_FROM_FILE_COUNT,UNAVAILABLE_ARCHIVE_NOT_EXTRACTED,BLOCKED_ARCHIVE_TEST_AND_IDENTITY
batch4/6,batch4,6,3,batch4/6.xls;batch4/6__1.xls;batch4/6__2.xls,UNPROVEN_DO_NOT_INFER_FROM_FILENAME,UNPROVEN_DO_NOT_INFER_FROM_DIRECTORY,UNPROVEN_DO_NOT_INFER_FROM_FILE_COUNT,UNAVAILABLE_ARCHIVE_NOT_EXTRACTED,BLOCKED_ARCHIVE_TEST_AND_IDENTITY
batch4/7,batch4,7,3,batch4/7.xls;batch4/7__1.xls;batch4/7__2.xls,UNPROVEN_DO_NOT_INFER_FROM_FILENAME,UNPROVEN_DO_NOT_INFER_FROM_DIRECTORY,UNPROVEN_DO_NOT_INFER_FROM_FILE_COUNT,UNAVAILABLE_ARCHIVE_NOT_EXTRACTED,BLOCKED_ARCHIVE_TEST_AND_IDENTITY
batch4/8,batch4,8,3,batch4/8.xls;batch4/8__1.xls;batch4/8__2.xls,UNPROVEN_DO_NOT_INFER_FROM_FILENAME,UNPROVEN_DO_NOT_INFER_FROM_DIRECTORY,UNPROVEN_DO_NOT_INFER_FROM_FILE_COUNT,UNAVAILABLE_ARCHIVE_NOT_EXTRACTED,BLOCKED_ARCHIVE_TEST_AND_IDENTITY
batch4/9,batch4,9,3,batch4/9.xls;batch4/9__1.xls;batch4/9__2.xls,UNPROVEN_DO_NOT_INFER_FROM_FILENAME,UNPROVEN_DO_NOT_INFER_FROM_DIRECTORY,UNPROVEN_DO_NOT_INFER_FROM_FILE_COUNT,UNAVAILABLE_ARCHIVE_NOT_EXTRACTED,BLOCKED_ARCHIVE_TEST_AND_IDENTITY
